# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	OR4F16 (-115333)
Region9784	BET1L (-161)
Region9785	RIC8A (+196)
Region9786	SIRT3 (-151)
Region9787	PSMD13 (+13967)
Region9788	PSMD13 (+14565)
Region9789	NLRP6 (-10758)
Region9790	NLRP6 (-9159)
Region9791	NLRP6 (+1829)
Region9792	PGGHG (-1306)
Region9793	IFITM2 (+647)
Region9794	IFITM1 (-2657)
Region9795	IFITM3 (+2564)
Region9796	IFITM3 (-6079)
Region9797	B4GALNT4 (-19920)
Region9798	B4GALNT4 (-14145)
Region9799	B4GALNT4 (-5055)
Region9800	B4GALNT4 (+9166)
Region9801	PKP3 (-8903)
Region9802	SIGIRR (+8118)
Region9803	SIGIRR (+7346)
Region9804	SIGIRR (-13)
Region9805	PTDSS2 (-2074)
Region9806	PTDSS2 (+310)
Region9807	RNH1 (+24177)
Region9808	RNH1 (-3494)
Region9809	RNH1 (-14108)
Region9810	RNH1 (-15199)
Region9811	HRAS (-135)
Region9812	HRAS (-1866)
Region9813	LMNTD2 (+5)
Region9814	RASSF7 (+7587)
Region9815	PHRF1 (-472)
Region9816	PHRF1 (+11703)
Region9817	IRF7 (+1909)
Region9818	IRF7 (-42)
Region9819	DRD4 (+5497)
Region9820	DRD4 (+27524)
Region9821	TMEM80 (-24379)
Region9822	DEAF1 (+52)
Region9823	EPS8L2 (+15049)
Region9824	TALDO1 (-19224)
Region9825	TALDO1 (+156)
Region9826	GATD1 (-105)
Region9827	PANO1 (-55)
Region9828	PANO1 (+561)
Region9829	RPLP2 (+22)
Region9830	PNPLA2 (+965)
Region9831	CD151 (-1964)
Region9832	CD151 (+8)
Region9833	POLR2L (-21)
Region9834	TSPAN4 (+19107)
Region9835	CHID1 (-6105)
Region9836	AP2A2 (+101)
Region9837	AP2A2 (+54442)
Region9838	MUC6 (+23790)
Region9839	MUC6 (+16681)
Region9840	MUC5AC (-59124)
Region9841	MUC5AC (-4038)
Region9842	MUC5B (-19793)
Region9843	MUC5B (+22127)
Region9844	MUC5B (+39900)
Region9845	TOLLIP (-93)
Region9846	TOLLIP (-27631)
Region9847	BRSK2 (-50482)
Region9848	BRSK2 (-38800)
Region9849	BRSK2 (-28973)
Region9850	BRSK2 (-28002)
Region9851	BRSK2 (-22124)
Region9852	BRSK2 (-21440)
Region9853	MOB2 (-23616)
Region9854	MOB2 (-28868)
Region9855	DUSP8 (+24637)
Region9856	DUSP8 (-578)
Region9857	DUSP8 (-2723)
Region9858	KRTAP5-1 (-4199)
Region9859	KRTAP5-3 (+1920)
Region9860	KRTAP5-5 (-561)
Region9861	KRTAP5-5 (+23364)
Region9862	KRTAP5-6 (-26382)
Region9863	KRTAP5-6 (-3429)
Region9864	KRTAP5-6 (-3081)
Region9865	KRTAP5-6 (+1904)
Region9866	IFITM10 (+17127)
Region9867	IFITM10 (-2137)
Region9868	ENSG00000250644 (-7)
Region9869	CTSD (-8160)
Region9870	SYT8 (-8234)
Region9871	TNNI2 (-1370)
Region9872	TNNI2 (+5037)
Region9873	TNNI2 (+11560)
Region9874	LSP1 (-12072)
Region9875	LSP1 (+24196)
Region9876	LSP1 (+24717)
Region9877	MRPL23 (-7304)
Region9878	MRPL23 (+89741)
Region9879	IGF2 (+54902)
Region9880	INS (+9474)
Region9881	INS (+8928)
Region9882	TH (-15092)
Region9883	ASCL2 (+798)
Region9884	ASCL2 (-6533)
Region9885	C11orf21 (+2515)
Region9886	TSPAN32 (+3614)
Region9887	TSPAN32 (+15854)
Region9888	CD81 (-112)
Region9889	CD81 (+632)
Region9890	TSSC4 (-267)
Region9891	TRPM5 (-5243)
Region9892	KCNQ1 (-587)
Region9893	KCNQ1 (+421)
Region9894	KCNQ1 (+60009)
Region9895	KCNQ1 (+87340)
Region9896	KCNQ1 (+87980)
Region9897	KCNQ1 (+111083)
Region9898	CDKN1C (+201519)
Region9899	CDKN1C (+195714)
Region9900	CDKN1C (+185794)
Region9901	CDKN1C (+94016)
Region9902	CDKN1C (+662)
Region9903	CDKN1C (+35)
Region9904	SLC22A18 (-49)
Region9905	PHLDA2 (-23991)
Region9906	NAP1L4 (+4355)
Region9907	NAP1L4 (+5)
Region9908	NAP1L4 (-22096)
Region9909	CARS (+52)
Region9910	CARS (-10467)
Region9911	CARS (-16407)
Region9912	CARS (-34447)
Region9913	OSBPL5 (+45742)
Region9914	OSBPL5 (+25429)
Region9915	OSBPL5 (-5708)
Region9916	MRGPRG (+3069)
Region9917	ZNF195 (+39383)
Region9918	ZNF195 (+130)
Region9919	ZNF195 (-15309)
Region9920	ZNF195 (-43485)
Region9921	ZNF195 (-75558)
Region9922	ZNF195 (-76045)
Region9923	ZNF195 (-87093)
Region9924	ZNF195 (-100008)
Region9925	ART5 (+61262)
Region9926	ART5 (+287)
Region9927	CHRNA10 (+10242)
Region9928	CHRNA10 (+1267)
Region9929	CHRNA10 (-5280)
Region9930	CHRNA10 (-20924)
Region9931	NUP98 (+61634)
Region9932	NUP98 (+49548)
Region9933	NUP98 (+47196)
Region9934	NUP98 (+23500)
Region9935	NUP98 (+12287)
Region9936	NUP98 (+127)
Region9937	NUP98 (-5217)
Region9938	PGAP2 (-83)
Region9939	RHOG (+16143)
Region9940	RHOG (+234)
Region9941	RHOG (-470)
Region9942	STIM1 (-633)
Region9943	STIM1 (+230)
Region9944	STIM1 (+49676)
Region9945	STIM1 (+86882)
Region9946	STIM1 (+91465)
Region9947	RRM1 (-92863)
Region9948	RRM1 (-8)
Region9949	RRM1 (+33386)
Region9950	RRM1 (+50017)
Region9951	ENSG00000284018 (-45750)
Region9952	ENSG00000284018 (-39994)
Region9953	ENSG00000284018 (-4127)
Region9954	ENSG00000283873 (+5073)
Region9955	ENSG00000284438 (+4307)
Region9956	ENSG00000284438 (+3925)
Region9957	ENSG00000284438 (-11980)
Region9958	TRIM21 (+103)
Region9959	TRIM21 (-8983)
Region9960	TRIM21 (-24780)
Region9961	OR52K2 (+6168)
Region9962	OR52K1 (+10712)
Region9963	TRIM68 (+61)
Region9964	TRIM68 (-12607)
Region9965	OR51D1 (-297)
Region9966	OR51E2 (-17910)
Region9967	OR51E2 (-25993)
Region9968	MMP26 (+6081)
Region9969	MMP26 (+14205)
Region9970	OR51F2 (-21051)
Region9971	OR51A4 (+11865)
Region9972	HBB (+9379)
Region9973	HBB (+8726)
Region9974	HBB (-27306), HBD (-19729), HBG1 (-4485)
Region9975	HBB (-33456), HBD (-25879), HBG1 (-10635), HBE1 (+245077)
Region9976	OR51M1 (-4902)
Region9977	OR51J1 (-4932)
Region9978	OR51J1 (+14518)
Region9979	OR51J1 (+15143)
Region9980	OR51I1 (+10300)
Region9981	OR52D1 (-7348)
Region9982	OR52D1 (-6280)
Region9983	OR52D1 (-5769)
Region9984	NONE
Region9985	OR52B6 (-3505)
Region9986	TRIM34 (+5096)
Region9987	TRIM5 (+8527)
Region9988	TRIM5 (+7884)
Region9989	TRIM5 (+194)
Region9990	OR56B1 (+8171)
Region9991	OR52N2 (+6419)
Region9992	OR56A3 (-22082)
Region9993	OR56A3 (-21318)
Region9994	OR56A4 (-6248)
Region9995	OR56A4 (-9960)
Region9996	OR56A1 (-6109)
Region9997	OR56B4 (-22516)
Region9998	OR52B2 (+24566)
Region9999	OR52B2 (+23306)
Region10000	OR52W1 (-12737)
Region10001	OR52W1 (-8441)
Region10002	FAM160A2 (-88)
Region10003	CCKBR (-7538)
Region10004	CCKBR (-446)
Region10005	CCKBR (+244)
Region10006	CAVIN3 (+26312)
Region10007	CAVIN3 (+24994)
Region10008	CAVIN3 (+4493)
Region10009	CAVIN3 (+434)
Region10010	CAVIN3 (-32944)
Region10011	SMPD1 (-30225)
Region10012	SMPD1 (-11959)
Region10013	SMPD1 (+111)
Region10014	SMPD1 (+12249)
Region10015	APBB1 (+5330)
Region10016	APBB1 (+56)
Region10017	ARFIP2 (-21)
Region10018	DNHD1 (+40469)
Region10019	DNHD1 (+42172)
Region10020	ILK (-31)
Region10021	TAF10 (+449)
Region10022	TPP1 (+19)
Region10023	DCHS1 (+1162)
Region10024	DCHS1 (+665)
Region10025	DCHS1 (+144)
Region10026	MRPL17 (+227)
Region10027	MRPL17 (-23482)
Region10028	OR2AG2 (+39736)
Region10029	OR2AG2 (+19334)
Region10030	OR2AG2 (+3349)
Region10031	OR6A2 (-12776)
Region10032	OR6A2 (-13230)
Region10033	OR2D3 (-10605)
Region10034	ZNF215 (+22606)
Region10035	ZNF215 (+23088)
Region10036	ZNF215 (+46880)
Region10037	ZNF214 (+33999)
Region10038	ZNF214 (+2176)
Region10039	SYT9 (-74259)
Region10040	SYT9 (-73796)
Region10041	SYT9 (-72189)
Region10042	SYT9 (-63704)
Region10043	SYT9 (-18215)
Region10044	SYT9 (-17445)
Region10045	SYT9 (+75619)
Region10046	OLFML1 (-72330)
Region10047	OLFML1 (-19425)
Region10048	PPFIBP2 (-8071)
Region10049	PPFIBP2 (-847)
Region10050	PPFIBP2 (+96)
Region10051	CYB5R2 (+50503)
Region10052	CYB5R2 (+29261)
Region10053	CYB5R2 (+15641)
Region10054	CYB5R2 (+14596)
Region10055	CYB5R2 (+57)
Region10056	OVCH2 (+12035)
Region10057	OVCH2 (+9835)
Region10058	OVCH2 (-13608)
Region10059	OVCH2 (-28586)
Region10060	OVCH2 (-33432)
Region10061	OVCH2 (-41282)
Region10062	OR5P2 (+28024)
Region10063	OR5P2 (-9461)
Region10064	OR5P3 (-35148)
Region10065	OR10A3 (+49638)
Region10066	OR10A3 (+21092)
Region10067	EIF3F (+16932)
Region10068	EIF3F (+22369)
Region10069	TUB (-19329)
Region10070	TUB (+16722)
Region10071	TUB (+59903)
Region10072	RIC3 (+27559)
Region10073	RIC3 (+25721)
Region10074	RIC3 (+18)
Region10075	RIC3 (-6555)
Region10076	LMO1 (-12932)
Region10077	LMO1 (-65195)
Region10078	STK33 (+94004)
Region10079	STK33 (+75105)
Region10080	TRIM66 (+77591)
Region10081	TRIM66 (+46796)
Region10082	TRIM66 (+41869)
Region10083	RPL27A (+256)
Region10084	RPL27A (+6619)
Region10085	RPL27A (+15384)
Region10086	RPL27A (+54408)
Region10087	RPL27A (+77201)
Region10088	ST5 (+93676)
Region10089	ST5 (+170)
Region10090	AKIP1 (+274)
Region10091	AKIP1 (+3214)
Region10092	TMEM9B (+9854)
Region10093	TMEM9B (+138)
Region10094	TMEM9B (-13634)
Region10095	TMEM9B (-14091)
Region10096	NRIP3 (+184)
Region10097	NRIP3 (-361)
Region10098	NRIP3 (-26988)
Region10099	NRIP3 (-35430)
Region10100	SCUBE2 (+38680)
Region10101	SCUBE2 (-6959)
Region10102	SCUBE2 (-46401)
Region10103	SCUBE2 (-74548)
Region10104	DENND5A (+56258)
Region10105	DENND5A (+55460)
Region10106	DENND5A (+33959)
Region10107	DENND5A (+13247)
Region10108	DENND5A (-15552)
Region10109	TMEM41B (+150)
Region10110	TMEM41B (-12655)
Region10111	TMEM41B (-21478)
Region10112	IPO7 (-20230)
Region10113	IPO7 (+182)
Region10114	IPO7 (+6799)
Region10115	IPO7 (+17705)
Region10116	ZNF143 (+36)
Region10117	ZNF143 (+22577)
Region10118	ZNF143 (+45400)
Region10119	ZNF143 (+45922)
Region10120	WEE1 (-32568)
Region10121	WEE1 (-31540)
Region10122	WEE1 (-15447)
Region10123	WEE1 (-98)
Region10124	WEE1 (+21484)
Region10125	WEE1 (+39885)
Region10126	WEE1 (+40570)
Region10127	SWAP70 (-82)
Region10128	SWAP70 (+31956)
Region10129	SWAP70 (+41638)
Region10130	SWAP70 (+94391)
Region10131	SWAP70 (+101601)
Region10132	SWAP70 (+115974)
Region10133	SWAP70 (+123975)
Region10134	SWAP70 (+125531)
Region10135	SWAP70 (+233337)
Region10136	SWAP70 (+245430)
Region10137	SBF2 (+284544)
Region10138	SBF2 (+115443)
Region10139	ADM (+2786)
Region10140	ADM (+35123)
Region10141	ADM (+61725)
Region10142	AMPD3 (-70177)
Region10143	AMPD3 (-62877)
Region10144	AMPD3 (-5522)
Region10145	AMPD3 (+394)
Region10146	AMPD3 (+5458)
Region10147	MTRNR2L8 (+10497)
Region10148	RNF141 (-84)
Region10149	LYVE1 (-45970)
Region10150	MRVI1 (-17411)
Region10151	CTR9 (-15112)
Region10152	CTR9 (+234)
Region10153	EIF4G2 (+15411)
Region10154	EIF4G2 (-918)
Region10155	ZBED5 (+20105)
Region10156	ZBED5 (-137)
Region10157	ZBED5 (-42082)
Region10158	ZBED5 (-59606)
Region10159	ZBED5 (-72802)
Region10160	ZBED5 (-73221)
Region10161	ZBED5 (-144401)
Region10162	ZBED5 (-150990)
Region10163	ZBED5 (-161277)
Region10164	ZBED5 (-178838)
Region10165	ZBED5 (-186670)
Region10166	ZBED5 (-187123)
Region10167	ZBED5 (-206069)
Region10168	CSNK2A3 (+203303)
Region10169	CSNK2A3 (+196770)
Region10170	CSNK2A3 (+158319)
Region10171	CSNK2A3 (+153694)
Region10172	CSNK2A3 (+106296)
Region10173	CSNK2A3 (+55700)
Region10174	CSNK2A3 (-18488)
Region10175	CSNK2A3 (-94468)
Region10176	CSNK2A3 (-106369)
Region10177	USP47 (-106238)
Region10178	USP47 (-53967)
Region10179	USP47 (-30712)
Region10180	USP47 (+34)
Region10181	DKK3 (+42673)
Region10182	DKK3 (-34980)
Region10183	DKK3 (-37846)
Region10184	MICAL2 (+41)
Region10185	MICAL2 (+6748)
Region10186	MICAL2 (+32268)
Region10187	MICALCL (-62155)
Region10188	MICALCL (-50522)
Region10189	MICALCL (-44393)
Region10190	MICALCL (-24737)
Region10191	MICALCL (+38895)
Region10192	MICALCL (+39457)
Region10193	MICALCL (+44421)
Region10194	PARVA (-20524)
Region10195	PARVA (-10880)
Region10196	PARVA (+901)
Region10197	PARVA (+34991)
Region10198	PARVA (+36718)
Region10199	PARVA (+97928)
Region10200	TEAD1 (-12025)
Region10201	TEAD1 (+101)
Region10202	TEAD1 (+37401)
Region10203	TEAD1 (+74774)
Region10204	TEAD1 (+111297)
Region10205	TEAD1 (+130811)
Region10206	RASSF10 (-157220)
Region10207	RASSF10 (-145006)
Region10208	RASSF10 (-105589)
Region10209	RASSF10 (-85539)
Region10210	RASSF10 (-16985)
Region10211	ARNTL (-119803)
Region10212	ARNTL (-97319)
Region10213	ARNTL (-42788)
Region10214	ARNTL (+48)
Region10215	ARNTL (+54064)
Region10216	BTBD10 (+63494)
Region10217	BTBD10 (+44758)
Region10218	BTBD10 (+18756)
Region10219	BTBD10 (-22864)
Region10220	PTH (+9508)
Region10221	PTH (+8440)
Region10222	PTH (-13027)
Region10223	PTH (-13416)
Region10224	FAR1 (-56319)
Region10225	FAR1 (-45048)
Region10226	FAR1 (-39805)
Region10227	FAR1 (+113)
Region10228	FAR1 (+23095)
Region10229	FAR1 (+125595)
Region10230	FAR1 (+128847)
Region10231	FAR1 (+144235)
Region10232	SPON1 (-95506)
Region10233	SPON1 (-93249)
Region10234	SPON1 (-77145)
Region10235	SPON1 (-38460)
Region10236	SPON1 (-22078)
Region10237	SPON1 (+906)
Region10238	SPON1 (+1276)
Region10239	SPON1 (+61856)
Region10240	SPON1 (+112630)
Region10241	SPON1 (+116943)
Region10242	SPON1 (+193264)
Region10243	RRAS2 (+123869)
Region10244	RRAS2 (+105435)
Region10245	RRAS2 (+315)
Region10246	RRAS2 (-22113)
Region10247	RRAS2 (-56053)
Region10248	COPB1 (+55704)
Region10249	COPB1 (+44421)
Region10250	COPB1 (+25949)
Region10251	COPB1 (-58)
Region10252	ENSG00000256206 (-39)
Region10253	ENSG00000256206 (-18651)
Region10254	ENSG00000256206 (-34779)
Region10255	ENSG00000256206 (-36863)
Region10256	ENSG00000256206 (-49556)
Region10257	ENSG00000256206 (-58416)
Region10258	PSMA1 (+15087)
Region10259	PSMA1 (+13531)
Region10260	PSMA1 (+10819)
Region10261	PDE3B (+427)
Region10262	PDE3B (+19675)
Region10263	PDE3B (+24503)
Region10264	PDE3B (+40668)
Region10265	PDE3B (+55324)
Region10266	PDE3B (+75176)
Region10267	PDE3B (+76585)
Region10268	PDE3B (+113567)
Region10269	PDE3B (+115017)
Region10270	PDE3B (+121422)
Region10271	CYP2R1 (+114724)
Region10272	CYP2R1 (+85733)
Region10273	CYP2R1 (+80753)
Region10274	CYP2R1 (+69624)
Region10275	CYP2R1 (+37557)
Region10276	CYP2R1 (+210)
Region10277	CYP2R1 (-13176)
Region10278	CYP2R1 (-16110)
Region10279	CALCA (+9355)
Region10280	CALCA (+8837)
Region10281	CALCB (+403)
Region10282	CALCB (+1296)
Region10283	CALCB (+9472)
Region10284	INSC (-14808)
Region10285	INSC (-11283)
Region10286	INSC (+11515)
Region10287	INSC (+78730)
Region10288	INSC (+96245)
Region10289	INSC (+126479)
Region10290	INSC (+158297)
Region10291	INSC (+304619)
Region10292	INSC (+366305)
Region10293	INSC (+406622)
Region10294	INSC (+440271)
Region10295	INSC (+448188)
Region10296	INSC (+486434)
Region10297	INSC (+502788)
Region10298	INSC (+537969)
Region10299	INSC (+549829)
Region10300	INSC (+582773)
Region10301	INSC (+585288)
Region10302	INSC (+592130)
Region10303	INSC (+637531)
Region10304	SOX6 (+640178)
Region10305	SOX6 (+594885)
Region10306	SOX6 (+468730)
Region10307	SOX6 (+460464)
Region10308	SOX6 (+298300)
Region10309	SOX6 (+148416)
Region10310	SOX6 (+48785)
Region10311	SOX6 (-23606)
Region10312	SOX6 (-38784)
Region10313	SOX6 (-39321)
Region10314	SOX6 (-48856)
Region10315	SOX6 (-49805)
Region10316	C11orf58 (-124410)
Region10317	C11orf58 (-105686)
Region10318	C11orf58 (-58178)
Region10319	C11orf58 (-18095)
Region10320	C11orf58 (+105)
Region10321	C11orf58 (+103149)
Region10322	PLEKHA7 (+98725)
Region10323	PLEKHA7 (+91028)
Region10324	PLEKHA7 (+46813)
Region10325	PLEKHA7 (+27722)
Region10326	PLEKHA7 (+12295)
Region10327	PLEKHA7 (-276)
Region10328	PLEKHA7 (-14501)
Region10329	PLEKHA7 (-15367)
Region10330	RPS13 (+27377)
Region10331	RPS13 (+121)
Region10332	RPS13 (-40096)
Region10333	PIK3C2A (-4815)
Region10334	PIK3C2A (-28592)
Region10335	PIK3C2A (-38292)
Region10336	NUCB2 (-20118)
Region10337	NUCB2 (-87)
Region10338	NUCB2 (+599)
Region10339	NUCB2 (+9055)
Region10340	NUCB2 (+9663)
Region10341	NCR3LG1 (-17530)
Region10342	NCR3LG1 (-11426)
Region10343	NCR3LG1 (-10485)
Region10344	NCR3LG1 (-22)
Region10345	NCR3LG1 (+1553)
Region10346	KCNJ11 (-585)
Region10347	KCNJ11 (-27295)
Region10348	ABCC8 (+26212)
Region10349	ABCC8 (+15500)
Region10350	ABCC8 (-29108)
Region10351	USH1C (+27956)
Region10352	OTOG (+84481)
Region10353	MYOD1 (-67991)
Region10354	SERGEF (+106719)
Region10355	SERGEF (+93523)
Region10356	SERGEF (+34765)
Region10357	SERGEF (+204)
Region10358	TPH1 (-16892)
Region10359	TPH1 (-27023)
Region10360	SAAL1 (+46)
Region10361	MRGPRX3 (-3685)
Region10362	SAA4 (+16092)
Region10363	SAA2-SAA4 (+4466)
Region10364	HPS5 (+17896)
Region10365	HPS5 (-117)
Region10366	GTF2H1 (+20394)
Region10367	GTF2H1 (+33695)
Region10368	LDHA (-12579)
Region10369	LDHA (-12139)
Region10370	LDHA (-1614)
Region10371	LDHA (-121)
Region10372	LDHC (-15)
Region10373	LDHAL6A (+25367)
Region10374	LDHAL6A (+30863)
Region10375	TSG101 (+14437)
Region10376	TSG101 (+420)
Region10377	UEVLD (+957)
Region10378	UEVLD (-89)
Region10379	SPTY2D1-AS1 (+14945)
Region10380	SPTY2D1 (-125)
Region10381	SPTY2D1 (-1015)
Region10382	TMEM86A (-26324)
Region10383	TMEM86A (-45)
Region10384	TMEM86A (+7434)
Region10385	TMEM86A (+8107)
Region10386	IGSF22 (+4503)
Region10387	PTPN5 (+516)
Region10388	PTPN5 (-18096)
Region10389	PTPN5 (-19857)
Region10390	PTPN5 (-43203)
Region10391	PTPN5 (-45156)
Region10392	PTPN5 (-60552)
Region10393	PTPN5 (-64542)
Region10394	MRGPRX1 (+65086)
Region10395	MRGPRX1 (+22575)
Region10396	MRGPRX1 (-8450)
Region10397	MRGPRX2 (-10770)
Region10398	MRGPRX2 (-12235)
Region10399	ZDHHC13 (-26123)
Region10400	ZDHHC13 (+119)
Region10401	ZDHHC13 (+20557)
Region10402	CSRP3 (+6288)
Region10403	E2F8 (+12126)
Region10404	E2F8 (-55331)
Region10405	E2F8 (-79575)
Region10406	E2F8 (-168586)
Region10407	E2F8 (-234232)
Region10408	NAV2 (-227622)
Region10409	NAV2 (-210124)
Region10410	NAV2 (-200942)
Region10411	NAV2 (-162309)
Region10412	NAV2 (-154844)
Region10413	NAV2 (-130938)
Region10414	NAV2 (-72621)
Region10415	NAV2 (-41762)
Region10416	NAV2 (-18598)
Region10417	NAV2 (-771)
Region10418	NAV2 (-159)
Region10419	NAV2 (+16386)
Region10420	NAV2 (+29499)
Region10421	NAV2 (+119925)
Region10422	NAV2 (+144013)
Region10423	NAV2 (+150506)
Region10424	NAV2 (+178655)
Region10425	DBX1 (+210991)
Region10426	DBX1 (+74391)
Region10427	DBX1 (+32422)
Region10428	DBX1 (+3932)
Region10429	DBX1 (-13369)
Region10430	DBX1 (-25241)
Region10431	DBX1 (-52599)
Region10432	DBX1 (-94816)
Region10433	HTATIP2 (-45959)
Region10434	HTATIP2 (-21047)
Region10435	HTATIP2 (+315)
Region10436	PRMT3 (+76)
Region10437	SLC6A5 (-50613)
Region10438	NELL1 (+20565)
Region10439	NELL1 (+23402)
Region10440	NELL1 (+120703)
Region10441	NELL1 (+225635)
Region10442	NELL1 (+347474)
Region10443	NELL1 (+606798)
Region10444	NELL1 (+607438)
Region10445	ANO5 (-738983)
Region10446	ANO5 (-701023)
Region10447	ANO5 (-641332)
Region10448	ANO5 (-628379)
Region10449	ANO5 (-591859)
Region10450	ANO5 (-523791)
Region10451	ANO5 (-408983)
Region10452	ANO5 (-382030)
Region10453	ANO5 (-316519)
Region10454	ANO5 (-176791)
Region10455	ANO5 (-175032)
Region10456	ANO5 (-137330)
Region10457	ANO5 (-50895)
Region10458	ANO5 (-43374)
Region10459	ANO5 (+11575)
Region10460	SLC17A6 (-52863)
Region10461	SLC17A6 (-48022)
Region10462	SLC17A6 (-33498)
Region10463	FANCF (+108477)
Region10464	FANCF (+62344)
Region10465	FANCF (+60150)
Region10466	FANCF (+58983)
Region10467	FANCF (+1168)
Region10468	FANCF (-7438)
Region10469	GAS2 (+29591)
Region10470	GAS2 (+30205)
Region10471	GAS2 (+40068)
Region10472	SVIP (+106)
Region10473	SVIP (-53698)
Region10474	SVIP (-136612)
Region10475	SVIP (-179209)
Region10476	SVIP (-179811)
Region10477	SVIP (-253023)
Region10478	SVIP (-304780)
Region10479	SVIP (-346687)
Region10480	SVIP (-364076)
Region10481	SVIP (-387842)
Region10482	SVIP (-468926)
Region10483	SVIP (-486952)
Region10484	SVIP (-575216)
Region10485	SVIP (-602757)
Region10486	SVIP (-603660)
Region10487	SVIP (-605012)
Region10488	SVIP (-685105)
Region10489	SVIP (-709930)
Region10490	SVIP (-711661)
Region10491	LUZP2 (-817024)
Region10492	LUZP2 (-740575)
Region10493	LUZP2 (-706047)
Region10494	LUZP2 (-591478)
Region10495	LUZP2 (-562365)
Region10496	LUZP2 (-554524)
Region10497	LUZP2 (-535226)
Region10498	LUZP2 (-423826)
Region10499	LUZP2 (-420627)
Region10500	LUZP2 (-267912)
Region10501	LUZP2 (-163773)
Region10502	LUZP2 (-141161)
Region10503	LUZP2 (-108444)
Region10504	LUZP2 (-91143)
Region10505	LUZP2 (-81045)
Region10506	LUZP2 (+161363)
Region10507	LUZP2 (+346735)
Region10508	LUZP2 (+363025)
Region10509	LUZP2 (+378227)
Region10510	LUZP2 (+379131)
Region10511	LUZP2 (+399460)
Region10512	LUZP2 (+462234)
Region10513	LUZP2 (+463966)
Region10514	LUZP2 (+473870)
Region10515	LUZP2 (+503343)
Region10516	LUZP2 (+542277)
Region10517	LUZP2 (+667387)
Region10518	LUZP2 (+868642)
Region10519	ANO3 (-829684)
Region10520	ANO3 (-744946)
Region10521	ANO3 (-715434)
Region10522	ANO3 (-696053)
Region10523	ANO3 (-695339)
Region10524	ANO3 (-687045)
Region10525	ANO3 (-685917)
Region10526	ANO3 (-682198)
Region10527	ANO3 (-637291)
Region10528	ANO3 (-636527)
Region10529	ANO3 (-583761)
Region10530	ANO3 (-582264)
Region10531	ANO3 (-550399)
Region10532	ANO3 (-515889)
Region10533	ANO3 (-494631)
Region10534	ANO3 (-453749)
Region10535	ANO3 (-213498)
Region10536	ANO3 (-212505)
Region10537	ANO3 (-110468)
Region10538	ANO3 (-109777)
Region10539	ANO3 (-19078)
Region10540	ANO3 (+28085)
Region10541	ANO3 (+35027)
Region10542	ANO3 (+109862)
Region10543	MUC15 (+112071)
Region10544	MUC15 (+111100)
Region10545	MUC15 (+110317)
Region10546	MUC15 (+7999)
Region10547	SLC5A12 (+29109)
Region10548	SLC5A12 (+11954)
Region10549	FIBIN (-106085)
Region10550	FIBIN (-53169)
Region10551	FIBIN (-28585)
Region10552	FIBIN (-26943)
Region10553	FIBIN (-23765)
Region10554	BBOX1 (+91230)
Region10555	BBOX1 (+182746)
Region10556	BBOX1 (+189885)
Region10557	LGR4 (+126952)
Region10558	LGR4 (+109522)
Region10559	LGR4 (+19978)
Region10560	LGR4 (+10841)
Region10561	LGR4 (+695)
Region10562	LGR4 (-13680)
Region10563	LIN7C (+7064)
Region10564	LIN7C (+34)
Region10565	LIN7C (-93060)
Region10566	BDNF (+324)
Region10567	BDNF (-153)
Region10568	BDNF (-20761)
Region10569	BDNF (-36438)
Region10570	BDNF (-69862)
Region10571	BDNF (-179850)
Region10572	BDNF (-186122)
Region10573	KIF18A (+153791)
Region10574	KIF18A (+137075)
Region10575	KIF18A (+128606)
Region10576	KIF18A (+206)
Region10577	METTL15 (+50650)
Region10578	METTL15 (+61795)
Region10579	METTL15 (+97289)
Region10580	METTL15 (+180103)
Region10581	METTL15 (+184234)
Region10582	METTL15 (+185430)
Region10583	METTL15 (+207506)
Region10584	METTL15 (+250507)
Region10585	METTL15 (+252909)
Region10586	METTL15 (+281643)
Region10587	METTL15 (+289002)
Region10588	METTL15 (+326181)
Region10589	METTL15 (+526888)
Region10590	METTL15 (+532491)
Region10591	METTL15 (+660961)
Region10592	METTL15 (+765594)
Region10593	METTL15 (+844280)
Region10594	KCNA4 (+940594)
Region10595	KCNA4 (+862442)
Region10596	KCNA4 (+861724)
Region10597	KCNA4 (+631934)
Region10598	KCNA4 (+624818)
Region10599	KCNA4 (+495603)
Region10600	KCNA4 (+416677)
Region10601	KCNA4 (+380329)
Region10602	KCNA4 (+368335)
Region10603	KCNA4 (+341764)
Region10604	KCNA4 (+303963)
Region10605	KCNA4 (+290121)
Region10606	KCNA4 (+273052)
Region10607	KCNA4 (+229512)
Region10608	KCNA4 (+147580)
Region10609	KCNA4 (+66256)
Region10610	KCNA4 (-35043)
Region10611	FSHB (-76800)
Region10612	ARL14EP (+114)
Region10613	MPPED2 (+92406)
Region10614	MPPED2 (+52778)
Region10615	MPPED2 (+38946)
Region10616	MPPED2 (-5663)
Region10617	DCDC1 (+70867)
Region10618	DCDC1 (+47706)
Region10619	DCDC1 (+26580)
Region10620	DCDC1 (+26168)
Region10621	DCDC1 (+25676)
Region10622	DNAJC24 (-188469)
Region10623	DNAJC24 (-53728)
Region10624	DNAJC24 (-48562)
Region10625	DNAJC24 (-11460)
Region10626	DNAJC24 (-8166)
