"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"9734","chr6",125749328,125749728,401,"*",5.55714155616281,5.54966829105245,5.56642902555771,0.196055767707699,0.344040183842611,0.999820495462944,39.24,53.68,32.4,59.1,49.78,52.9,29.53,68.87,38.25,"HEY2","Not Significant",0.46339082893459,0.46339082893459,"Not Capped"
"9750","chr2",216454904,216455304,401,"*",2.44924564209253,2.67122089161487,2.11297881357523,0.753660609057128,0.344434133020255,0.999820495462944,5.34,7.3,4.41,8.04,6.77,4.83,2.7,6.29,3.49,"SMARCAL1","Not Significant",0.462893817009865,0.462893817009865,"Not Capped"
"9752","chr7",6615866,6616266,401,"*",4.56996176090201,4.33632364740158,4.81714879940347,-0.266087525833583,0.344472810477112,0.999820495462944,16.92,23.15,13.97,25.49,21.47,31.47,17.57,40.97,22.76,"ZNF853","Not Significant",0.462845051625039,0.462845051625039,"Not Capped"
"9758","chr6",105986040,105986440,401,"*",4.02127225881059,3.7453240502278,4.30533131211016,-0.344129360989485,0.344712460224052,0.999820495462944,11.24,15.37,9.28,16.92,14.25,22.07,12.32,28.73,15.96,"PRDM1","Not Significant",0.462543017988206,0.462543017988206,"Not Capped"
"9765","chr7",149450305,149450705,401,"*",2.72011439511787,2.2634525173741,3.1414450062599,-0.651937814363898,0.344868083423038,0.999820495462944,4.02,5.5,3.32,6.06,5.1,9.85,5.5,12.82,7.12,"ZNF777","Not Significant",0.462346996512991,0.462346996512991,"Not Capped"
"9774","chr19",12140182,12140582,401,"*",4.7336605151787,4.50875037907433,4.97298473754021,-0.249759135080376,0.345180954208306,0.999820495462944,19.07,26.09,15.75,28.72,24.19,35.06,19.57,45.64,25.35,"ZNF20","Not Significant",0.461953175038018,0.461953175038018,"Not Capped"
"9780","chr11",62754047,62754447,401,"*",7.07877894762362,6.88688842396863,7.28751818227702,-0.187173235605004,0.345353216250648,0.999820495462944,99.15,135.63,81.87,149.32,125.76,174.39,97.36,227.05,126.12,"ZBTB3","Not Significant",0.461736495084489,0.461736495084489,"Not Capped"
"9798","chr1",90200152,90200552,401,"*",3.17192434540529,2.79413535301506,3.53703430501058,-0.522607208431258,0.34603612404248,0.999820495462944,5.81,7.95,4.8,8.75,7.37,12.96,7.23,16.87,9.37,"ZNF326","Not Significant",0.460878561168511,0.460878561168511,"Not Capped"
"9828","chr12",69359690,69360090,401,"*",5.71069882053629,5.51825546889364,5.91996133802553,-0.18795814524464,0.346707836391661,0.999820495462944,38.4,52.52,31.7,57.83,48.7,67.58,37.73,87.99,48.88,"YEATS4","Not Significant",0.460036342182095,0.460036342182095,"Not Capped"
"9832","chr1",13665540,13665940,401,"*",4.05976189345061,4.11585792178008,3.98642815048678,0.339892114382027,0.346830836312725,0.999820495462944,14.53,19.87,11.99,21.88,18.42,17.69,9.88,23.04,12.8,"PRDM2","Not Significant",0.459882296878912,0.459882296878912,"Not Capped"
"9834","chr7",114255275,114255675,401,"*",3.42146418848422,3.08716560865793,3.75321286287348,-0.447371004472474,0.346899588779163,0.999820495462944,7.12,9.74,5.88,10.72,9.03,15.05,8.4,19.6,10.89,"FOXP2","Not Significant",0.459796214977906,0.459796214977906,"Not Capped"
"9851","chr9",3526014,3526414,401,"*",6.74746721788728,6.73189027591833,6.76670482254632,0.178277291519927,0.347338376064423,0.999820495462944,89.05,121.82,73.53,134.11,112.95,121.55,67.86,158.25,87.9,"RFX3","Not Significant",0.45924723053239,0.45924723053239,"Not Capped"
"9884","chr6",156777786,156778186,401,"*",5.42631404591505,5.22634271670328,5.64266357420154,-0.202366616414949,0.348183666511457,0.999820495462944,31.36,42.9,25.9,47.23,39.78,55.77,31.13,72.61,40.33,"ARID1B","Not Significant",0.45819160573541,0.45819160573541,"Not Capped"
"9901","chr19",56567326,56567726,401,"*",4.99231261552833,4.77828910708112,5.22170135160433,-0.229274516419406,0.348584111142021,0.999820495462944,22.99,31.45,18.98,34.62,29.16,41.65,23.25,54.23,30.12,"ZNF470","Not Significant",0.457692412408488,0.457692412408488,"Not Capped"
"9920","chr9",36995668,36996068,401,"*",4.24215551622167,4.28383699116285,4.18830094297217,0.306667224187846,0.349137048445404,0.999820495462944,16.32,22.32,13.47,24.58,20.7,20.35,11.36,26.49,14.72,"PAX5","Not Significant",0.457004063870767,0.457004063870767,"Not Capped"
"9921","chr13",73105657,73106057,401,"*",2.87319953534179,3.03863564733086,2.63553762094397,0.605263331883357,0.3491417653412,0.999820495462944,6.88,9.42,5.68,10.37,8.73,6.94,3.87,9.03,5.02,"KLF5","Not Significant",0.456998196524442,0.456998196524442,"Not Capped"
"9952","chr17",48618518,48618918,401,"*",4.44361473120673,4.47291838611477,4.40612778704724,0.278411625494595,0.349959275152485,0.999820495462944,18.61,25.45,15.36,28.02,23.6,23.67,13.21,30.81,17.12,"HOXB8","Not Significant",0.455982491665747,0.455982491665747,"Not Capped"
"9966","chr15",41621436,41621836,401,"*",5.3351055018726,5.13408650433505,5.55243565631665,-0.2043614116754,0.350194385820799,0.999820495462944,29.42,40.25,24.29,44.31,37.32,52.39,29.25,68.2,37.88,"MGA","Not Significant",0.455690820635758,0.455690820635758,"Not Capped"
"9976","chr14",89187174,89187574,401,"*",3.39104327858299,3.50396251263687,3.23620366226359,0.475773114327934,0.350522385103751,0.999820495462944,9.5,13,7.85,14.31,12.06,10.52,5.87,13.69,7.61,"FOXN3","Not Significant",0.455284241843958,0.455284241843958,"Not Capped"
"9978","chr16",30409421,30409821,401,"*",4.99307071682172,5.00041041016732,4.98384327621314,0.229039369408432,0.350559873758068,0.999820495462944,26.82,36.68,22.14,40.39,34.02,35.32,19.72,45.99,25.54,"ZNF771","Not Significant",0.455237796179377,0.455237796179377,"Not Capped"
"9986","chr5",179060125,179060525,401,"*",5.58205454379678,5.57318036909963,5.59307104715462,0.192837727022376,0.350786432495077,0.999820495462944,39.89,54.56,32.93,60.07,50.59,53.88,30.08,70.15,38.97,"ZNF354C","Not Significant",0.454957212359785,0.454957212359785,"Not Capped"
"10003","chr8",102653995,102654395,401,"*",6.03654536338005,5.84936541108176,6.24080989141319,-0.177778347046485,0.351156015605434,0.999820495462944,48.3,66.08,39.88,72.74,61.27,84.42,47.13,109.91,61.05,"KLF10","Not Significant",0.454499887344896,0.454499887344896,"Not Capped"
"10005","chr6",21588284,21588684,401,"*",4.36911435390792,4.12498496011986,4.62563419516546,-0.285608651332018,0.351172756219516,0.999820495462944,14.62,20,12.07,22.01,18.54,27.56,15.38,35.88,19.93,"SOX4","Not Significant",0.45447918377525,0.45447918377525,"Not Capped"
"10009","chr6",108558344,108558744,401,"*",6.64462983802178,6.62819783316613,6.66491010146918,0.176357070428066,0.351303020749727,0.999820495462944,82.88,113.37,68.43,124.81,105.12,113.27,63.23,147.47,81.91,"FOXO3","Not Significant",0.454318115823411,0.454318115823411,"Not Capped"
"10025","chr1",145872042,145872442,401,"*",4.67886531400546,4.69911176689133,4.65315102287097,0.257890496796015,0.351778688329605,0.999820495462944,21.76,29.77,17.97,32.77,27.6,28.09,15.68,36.57,20.31,"PIAS3","Not Significant",0.45373047477398,0.45373047477398,"Not Capped"
"10027","chr6",12008473,12008873,401,"*",5.71248940019075,5.70084690773701,5.72691162355987,0.186800408357102,0.351822863904698,0.999820495462944,43.58,59.61,35.98,65.63,55.27,59.12,33.01,76.97,42.75,"HIVEP1","Not Significant",0.45367594047552,0.45367594047552,"Not Capped"
"10031","chr20",52191548,52191948,401,"*",5.89886621112737,5.71040561838808,6.10435007801222,-0.18028424660707,0.351875485070969,0.999820495462944,43.87,60.01,36.22,66.06,55.64,76.8,42.88,99.99,55.54,"ZFP64","Not Significant",0.453610989116124,0.453610989116124,"Not Capped"
"10063","chr7",100479106,100479506,401,"*",6.17851929530822,5.99264745056521,6.38153614791403,-0.175265715836404,0.352744246562031,0.999820495462944,53.35,72.97,44.05,80.34,67.67,93.07,51.96,121.17,67.31,"TSC22D4","Not Significant",0.452540061079609,0.452540061079609,"Not Capped"
"10078","chr16",2223344,2223744,401,"*",6.64412694986492,6.62658079538643,6.66576374566746,0.1739058427781,0.353109103045607,0.999820495462944,82.78,113.24,68.35,124.67,105,113.33,63.27,147.55,81.96,"E4F1","Not Significant",0.452091086312529,0.452091086312529,"Not Capped"
"10098","chr19",23395342,23395742,401,"*",5.96562310979285,5.95018856584695,5.98468694183615,0.178422215581119,0.353668446662031,0.999820495462944,51.8,70.86,42.77,78.01,65.7,70.69,39.46,92.03,51.12,"ZNF91","Not Significant",0.451403685030709,0.451403685030709,"Not Capped"
"10106","chr13",40997972,40998372,401,"*",2.89586489765179,2.47720028667919,3.29076754277334,-0.590428630664749,0.353829504435812,0.999820495462944,4.67,6.38,3.85,7.03,5.92,10.92,6.1,14.22,7.9,"ELF1","Not Significant",0.451205955825923,0.451205955825923,"Not Capped"
"10109","chr2",118882689,118883089,401,"*",4.18497759953257,4.22945105685806,4.12738566903907,0.313055415799037,0.353934525174605,0.999820495462944,15.72,21.5,12.98,23.67,19.93,19.51,10.89,25.4,14.11,"EN1","Not Significant",0.451077071266183,0.451077071266183,"Not Capped"
"10114","chr19",11964815,11965215,401,"*",5.45019708037495,5.44312019188391,5.45899465144393,0.196916958746207,0.354102689797054,0.999820495462944,36.45,49.86,30.09,54.89,46.23,49.1,27.41,63.93,35.51,"ZNF763","Not Significant",0.450870774287974,0.450870774287974,"Not Capped"
"10146","chr8",122781400,122781800,401,"*",5.91177244000194,5.89627000456891,5.9309191268311,0.178308604648796,0.354992172233317,0.999820495462944,49.9,68.26,41.2,75.15,63.29,68.1,38.02,88.66,49.25,"ZHX2","Not Significant",0.449781223264221,0.449781223264221,"Not Capped"
"10148","chr19",16283664,16284064,401,"*",4.65679392308876,4.4300197978321,4.89780497220645,-0.253239483114742,0.355021858595164,0.999820495462944,18.06,24.7,14.91,27.2,22.91,33.28,18.58,43.33,24.07,"KLF2","Not Significant",0.449744906733602,0.449744906733602,"Not Capped"
"10156","chr9",107918968,107919368,401,"*",3.11834794045673,2.73107797685749,3.49049901609083,-0.538265987343331,0.355308319913737,0.999820495462944,5.56,7.61,4.59,8.38,7.06,12.55,7,16.33,9.07,"KLF4","Not Significant",0.449394622934762,0.449394622934762,"Not Capped"
"10159","chr4",145732929,145733329,401,"*",5.0356131292523,4.82471529126301,5.26212263335937,-0.223283766187093,0.35535359416238,0.999820495462944,23.74,32.48,19.6,35.76,30.11,42.84,23.92,55.77,30.98,"ZNF827","Not Significant",0.449339287603023,0.449339287603023,"Not Capped"
"10166","chr4",26319414,26319814,401,"*",6.2298946966452,6.21503494321042,6.24825670712969,0.179767586519639,0.35554438729208,0.999820495462944,62.24,85.14,51.39,93.73,78.94,84.85,47.37,110.48,61.37,"RBPJ","Not Significant",0.449106172845169,0.449106172845169,"Not Capped"
"10168","chr14",74251566,74251966,401,"*",4.69865666793648,4.47324580780718,4.93843443108029,-0.250860445706631,0.355562333234664,0.999820495462944,18.61,25.46,15.36,28.03,23.6,34.23,19.11,44.56,24.75,"VSX2","Not Significant",0.449084252580281,0.449084252580281,"Not Capped"
"10187","chr2",159615621,159616021,401,"*",4.0847998295698,4.13243781792807,4.02295131678825,0.320408631861743,0.356050623188908,0.999820495462944,14.69,20.1,12.13,22.13,18.64,18.15,10.13,23.63,13.12,"BAZ2B","Not Significant",0.448488249755811,0.448488249755811,"Not Capped"
"10198","chr3",157904088,157904488,401,"*",2.88885883600984,2.47242832687004,3.28217044298397,-0.585878710193372,0.356286043914514,0.999820495462944,4.65,6.36,3.84,7,5.9,10.86,6.06,14.14,7.85,"SHOX2","Not Significant",0.448201189070884,0.448201189070884,"Not Capped"
"10238","chr19",22924239,22924639,401,"*",2.57959712507094,2.11093814157693,3.00903099481801,-0.670670781347491,0.357378970357454,0.999820495462944,3.62,4.95,2.99,5.45,4.59,8.99,5.02,11.7,6.5,"ZNF728","Not Significant",0.446871006744818,0.446871006744818,"Not Capped"
"10241","chr7",101804033,101804433,401,"*",4.07676064326065,4.12555047972336,4.01335734195716,0.32311808408524,0.357566473868333,0.999820495462944,14.62,20,12.07,22.02,18.55,18.03,10.06,23.47,13.04,"CUX1","Not Significant",0.446643208266943,0.446643208266943,"Not Capped"
"10244","chr4",54091753,54092153,401,"*",4.93944701387111,4.72626912714828,5.16805798188758,-0.227522523629099,0.357630042171805,0.999820495462944,22.18,30.34,18.31,33.4,28.13,40.13,22.41,52.25,29.02,"GSX2","Not Significant",0.446566006091386,0.446566006091386,"Not Capped"
"10251","chr16",29807663,29808063,401,"*",6.27926677714976,6.26073756881687,6.30209856288823,0.171659526891406,0.357768079065051,0.999820495462944,64.24,87.88,53.04,96.75,81.48,88.08,49.17,114.68,63.7,"MAZ","Not Significant",0.446398410846164,0.446398410846164,"Not Capped"
"10266","chr19",12551384,12551784,401,"*",6.59813697913595,6.41431884856066,6.79919052809238,-0.171348448033302,0.358267655486547,0.999820495462944,71.46,97.75,59,107.61,90.64,124.31,69.4,161.85,89.9,"ZNF564","Not Significant",0.445792398302712,0.445792398302712,"Not Capped"
"10281","chr17",15699386,15699786,401,"*",5.40300411303406,5.39818431756805,5.40900630166176,0.20187248687781,0.35861766675908,0.999820495462944,35.33,48.33,29.17,53.21,44.81,47.43,26.48,61.75,34.3,"ZNF286A","Not Significant",0.445368319383458,0.445368319383458,"Not Capped"
"10291","chr19",57727401,57727801,401,"*",5.29122862972983,5.28759727863701,5.29575500262944,0.204521588543597,0.358788829900167,0.999820495462944,32.72,44.76,27.02,49.28,41.51,43.85,24.48,57.09,31.71,"ZNF671","Not Significant",0.445161086219454,0.445161086219454,"Not Capped"
"10302","chr8",105510887,105511287,401,"*",3.13718010168573,3.26588822531252,2.95824893374778,0.513417864742719,0.359095929129051,0.999820495462944,8.06,11.02,6.65,12.14,10.22,8.68,4.84,11.29,6.27,"ZFPM2","Not Significant",0.444789518201164,0.444789518201164,"Not Capped"
"10310","chr7",99499897,99500297,401,"*",5.1570563526827,5.15698271621317,5.15714839298458,0.212356270614011,0.359417795527291,0.999820495462944,29.89,40.89,24.68,45.02,37.91,39.83,22.24,51.86,28.81,"ZNF394","Not Significant",0.444400423865957,0.444400423865957,"Not Capped"
"10324","chr15",76340266,76340666,401,"*",3.86470881137993,3.58232317463711,4.15420357673101,-0.355495378706926,0.359921490025153,0.999820495462944,10.04,13.73,8.29,15.11,12.73,19.87,11.1,25.88,14.37,"ISL2","Not Significant",0.443792221919723,0.443792221919723,"Not Capped"
"10325","chr10",3785238,3785638,401,"*",7.03963100872416,7.02473914636722,7.05803224071385,0.179834310636705,0.360068722536454,0.999820495462944,109.1,149.23,90.07,164.29,138.37,148.74,83.04,193.66,107.57,"KLF6","Not Significant",0.443614602093812,0.443614602093812,"Not Capped"
"10344","chr1",24964927,24965327,401,"*",5.64918252316024,5.45724915342238,5.85796232800037,-0.186977479715501,0.36082080198739,0.999820495462944,36.81,50.35,30.39,55.43,46.69,64.74,36.14,84.29,46.82,"RUNX3","Not Significant",0.442708432527235,0.442708432527235,"Not Capped"
"10384","chr18",14132338,14132738,401,"*",5.77088936385895,5.75669065732676,5.78844346498604,0.181130457300425,0.361798961342182,0.999820495462944,45.3,61.96,37.4,68.22,57.46,61.7,34.44,80.33,44.62,"ZNF519","Not Significant",0.441532684253448,0.441532684253448,"Not Capped"
"10397","chr19",37779093,37779493,401,"*",6.0801931574173,6.06329914227666,6.10103622322761,0.17517728315762,0.362196315791229,0.999820495462944,56.03,76.64,46.26,84.37,71.06,76.62,42.78,99.76,55.41,"ZNF573","Not Significant",0.441055971580429,0.441055971580429,"Not Capped"
"10411","chr14",100239948,100240348,401,"*",6.21383626846317,6.19454577436197,6.23759222690097,0.169959880281384,0.36257431835975,0.999820495462944,61.36,83.94,50.66,92.41,77.83,84.23,47.02,109.66,60.91,"YY1","Not Significant",0.440602960829706,0.440602960829706,"Not Capped"
"10459","chr10",37143218,37143618,401,"*",3.01688028254012,3.16798477950803,2.80259976228759,0.569731926423167,0.36398976199843,0.999820495462944,7.53,10.3,6.22,11.34,9.55,7.79,4.35,10.14,5.63,"ANKRD30A","Not Significant",0.438910831653467,0.438910831653467,"Not Capped"
"10476","chr3",126475738,126476138,401,"*",6.85268800997076,6.83551612144906,6.87386937751303,0.174767461558052,0.364622199284968,0.999820495462944,95.69,130.89,79,144.1,121.37,130.92,73.09,170.45,94.68,"ZXDC","Not Significant",0.438156893735155,0.438156893735155,"Not Capped"
"10481","chr19",45001690,45002090,401,"*",6.82824861500136,6.64429556424961,7.02943131242235,-0.17164694354887,0.364719748662392,0.999820495462944,83.81,114.64,69.19,126.21,106.3,145.82,81.41,189.86,105.46,"RELB","Not Significant",0.438040720089308,0.438040720089308,"Not Capped"
"10514","chr10",110210994,110211394,401,"*",5.61551096603006,5.60440562507719,5.62927349820536,0.187917968785663,0.366133543347477,0.999820495462944,40.76,55.76,33.65,61.38,51.7,55.25,30.85,71.93,39.96,"MXI1","Not Significant",0.436360481379644,0.436360481379644,"Not Capped"
"10534","chr4",108080870,108081270,401,"*",4.59312783549077,4.36715927632297,4.83341039272132,-0.251708998752234,0.367014896362432,0.999820495462944,17.29,23.65,14.28,26.04,21.93,31.82,17.77,41.43,23.02,"LEF1","Not Significant",0.435316308290926,0.435316308290926,"Not Capped"
"10542","chr1",13730875,13731275,401,"*",5.92296975688291,5.90672460306876,5.94302229232499,0.176601296650805,0.367276521239947,0.999820495462944,50.26,68.76,41.5,75.69,63.75,68.67,38.34,89.41,49.66,"PRDM2","Not Significant",0.435006833761557,0.435006833761557,"Not Capped"
"10570","chr21",35205277,35205677,401,"*",3.43405307713343,3.52924870144395,3.30548229782965,0.432364369468799,0.368137649826256,0.999820495462944,9.67,13.23,7.99,14.57,12.27,11.04,6.16,14.37,7.98,"RUNX1","Not Significant",0.433989764526612,0.433989764526612,"Not Capped"
"10582","chr11",130314722,130315122,401,"*",6.04410962961687,6.02538367946176,6.06718035610709,0.171166325567216,0.368512927822336,0.999820495462944,54.57,74.65,45.06,82.18,69.22,74.85,41.79,97.45,54.13,"ZBTB44","Not Significant",0.433547272029023,0.433547272029023,"Not Capped"
"10583","chr3",169771940,169772340,401,"*",4.90163925277297,4.68920182196001,5.129568460682,-0.226157791591808,0.3685557857936,0.999820495462944,21.61,29.57,17.85,32.55,27.42,39.08,21.82,50.88,28.26,"MYNN","Not Significant",0.433496766614528,0.433496766614528,"Not Capped"
"10603","chr5",23611442,23611842,401,"*",3.21109267749729,3.33023909178938,3.04683069558191,0.490082919855715,0.369116356653415,0.999820495462944,8.43,11.53,6.96,12.69,10.69,9.22,5.15,12.01,6.67,"PRDM9","Not Significant",0.432836709486198,0.432836709486198,"Not Capped"
"10611","chr17",42337366,42337766,401,"*",4.54554453476423,4.31527159670081,4.78971067465894,-0.259885058433244,0.369249317477794,0.999820495462944,16.68,22.82,13.77,25.12,21.16,30.88,17.24,40.2,22.33,"STAT3","Not Significant",0.43268029876727,0.43268029876727,"Not Capped"
"10617","chr20",2693127,2693527,401,"*",4.51641374187694,4.2869596853026,4.7598427504289,-0.2581356941596,0.369328588403879,0.999820495462944,16.36,22.37,13.5,24.63,20.74,30.24,16.88,39.37,21.87,"EBF4","Not Significant",0.432587073866736,0.432587073866736,"Not Capped"
