"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD4_S145927","G09CD4_S145929","G48CD4_S145936","G58CD4_S145925","G70CD4_S145923","G44CD4_S145919","G50CD4_S145934","G52CD4_S145933","G81CD4_S145921","SYMBOL"
"360","chr3",60048536,60048936,401,"*",5.12065347143545,4.73247674906803,5.49347374727013,-0.545733271853908,0.019921293307081,0.999820495462944,22.27,30.47,18.39,33.54,28.25,50.29,28.07,65.47,36.37,"FHIT"
"361","chr11",355136,355536,401,"*",4.97320991714098,4.56990058087586,5.35709132096231,-0.571539085504162,0.0199249006572804,0.999820495462944,19.9,27.22,16.43,29.97,25.24,45.75,25.54,59.57,33.09,"B4GALNT4"
"362","chr2",196230074,196230474,401,"*",4.88464264075941,5.04286262739526,4.65882990635557,0.594755546019504,0.0199507668077074,0.999820495462944,27.62,37.78,22.8,41.59,35.03,28.2,15.74,36.71,20.39,"HECW2"
"363","chr3",128295602,128296002,401,"*",3.73656113780826,3.0769785226156,4.28121786058171,-0.980729542815137,0.0199579804619812,0.999820495462944,7.07,9.67,5.84,10.65,8.97,21.7,12.12,28.26,15.7,"EEFSEC"
"364","chr4",80642253,80642653,401,"*",2.35151492351764,2.93921958752529,0.922687877257178,2.14906110760305,0.0199740268950089,0.999820495462944,6.43,8.79,5.31,9.68,8.15,2.12,1.18,2.75,1.53,"CFAP299"
"365","chr6",10722845,10723245,401,"*",5.10818513929738,5.25051286144699,4.90792643459045,0.553845253100986,0.0201414730530312,0.999820495462944,31.89,43.63,26.33,48.03,40.45,33.51,18.71,43.63,24.24,"TMEM14C"
"366","chr8",86342307,86342707,401,"*",5.99107913807567,6.09242442664304,5.85348422919237,0.45132919451897,0.0201656743580405,0.999820495462944,57.17,78.2,47.2,86.09,72.51,64.54,36.03,84.03,46.68,"WWP1"
"367","chr6",133951940,133952340,401,"*",4.38203116196481,3.8939654083472,4.82433726041309,-0.71262162408435,0.0201722186239843,0.999820495462944,12.46,17.04,10.28,18.76,15.8,31.63,17.66,41.17,22.87,"TBPL1"
"368","chr2",38665936,38666336,401,"*",4.20521713014298,3.67299466381257,4.67576873133123,-0.783996096127773,0.0202085905510104,0.999820495462944,10.69,14.62,8.82,16.09,13.55,28.53,15.93,37.15,20.63,"GALM"
"369","chrX",13051556,13051956,401,"*",3.95779389200927,3.36313281438625,4.46596896924181,-0.882430524458301,0.0202612863992528,0.999820495462944,8.62,11.79,7.12,12.98,10.93,24.67,13.77,32.12,17.84,"FAM9C"
"370","chr2",204072445,204072845,401,"*",3.67306116748194,2.98745170168457,4.23164337261944,-1.01965367754669,0.0203151538552098,0.999820495462944,6.64,9.09,5.49,10.01,8.43,20.97,11.71,27.3,15.17,"ICOS"
"371","chr13",53162467,53162867,401,"*",2.58170902471835,1.29385555197618,3.37917866909265,-1.8231953550764,0.0203659979064477,0.999820495462944,2.05,2.81,1.7,3.09,2.61,11.61,6.48,15.12,8.4,"LINC01065"
"372","chr2",230326971,230327371,401,"*",4.77830788411288,4.34586479517542,5.18293054713061,-0.620920426776372,0.0203784812746825,0.999820495462944,17.04,23.3,14.07,25.66,21.61,40.55,22.64,52.79,29.32,"SP140L"
"373","chr5",82254088,82254488,401,"*",2.72724036712739,3.22654868672981,1.67757551885157,1.71868670890479,0.0204109659549913,0.999820495462944,7.84,10.73,6.47,11.81,9.95,3.57,1.99,4.65,2.58,"RPS23"
"374","chr19",49867197,49867597,401,"*",6.08842153089302,5.75922536491582,6.41613783413341,-0.442796796460927,0.0204531347918172,0.999820495462944,45.38,62.07,37.47,68.34,57.56,95.33,53.22,124.11,68.94,"PNKP"
"375","chr11",65574078,65574478,401,"*",5.77031126769657,5.87746375450952,5.62410692881247,0.465629286951846,0.0205453858481205,0.999820495462944,49.25,67.37,40.67,74.18,62.47,55.05,30.74,71.68,39.81,"FAM89B"
"376","chr15",92003917,92004317,401,"*",3.38838717251879,2.54983642857603,4.02158000445633,-1.24095387641373,0.0205521576818221,0.999820495462944,4.91,6.71,4.05,7.39,6.22,18.13,10.12,23.6,13.11,"SLCO3A1"
"377","chr2",206591847,206592247,401,"*",2.82973958762843,1.69670920586542,3.57824699832304,-1.63360655272751,0.0205561823536298,0.999820495462944,2.72,3.72,2.24,4.09,3.44,13.33,7.44,17.36,9.64,"ADAM23"
"378","chr2",199458910,199459310,401,"*",4.90673307551617,4.49627602194666,5.29576982480351,-0.583676507375042,0.0206000267410956,0.999820495462944,18.91,25.87,15.61,28.48,23.98,43.85,24.48,57.09,31.71,"SATB2"
"379","chr14",20609638,20610038,401,"*",4.76297869598034,4.33420495409086,5.16502825971362,-0.614785200032818,0.0206424319987427,0.999820495462944,16.9,23.12,13.95,25.45,21.44,40.05,22.36,52.14,28.96,"RNASE11"
"380","chr6",2891729,2892129,401,"*",4.46134582501118,4.66051448558338,4.16613675935789,0.703263623820636,0.0206670265984882,0.999820495462944,21.19,28.98,17.49,31.91,26.88,20.04,11.19,26.09,14.49,"SERPINB9P1"
"381","chr5",415372,415772,401,"*",3.24314162049343,2.37843988910875,3.8879670556549,-1.27754625525959,0.0207776467234687,0.999820495462944,4.36,5.96,3.6,6.56,5.53,16.53,9.23,21.52,11.95,"AHRR"
"382","chr8",1952489,1952889,401,"*",3.88030717058163,3.26537308643483,4.40015131227302,-0.9136454452394,0.0208907366555388,0.999820495462944,8.06,11.02,6.65,12.13,10.22,23.57,13.16,30.69,17.04,"ARHGEF10"
"383","chr22",22955901,22956301,401,"*",4.52039417732052,4.05327855255893,4.94879192178464,-0.678419142287952,0.0209163142846452,0.999820495462944,13.91,19.03,11.48,20.95,17.64,34.47,19.25,44.88,24.93,"IGLL5"
"384","chr17",42098260,42098660,401,"*",4.47318806251033,4.0039078626434,4.90303845989645,-0.681946111088258,0.0209266403109448,0.999820495462944,13.44,18.39,11.1,20.24,17.05,33.4,18.65,43.48,24.15,"ZNF385C"
"385","chr10",21372925,21373325,401,"*",4.24111249001777,3.71960670289509,4.70493849018135,-0.766989420738368,0.0209986656300158,0.999820495462944,11.04,15.1,9.11,16.62,14,29.11,16.25,37.9,21.05,"LINC02643"
"386","chr15",82900768,82901168,401,"*",2.85219788728632,1.66148074017422,3.61976260484799,-1.70781320745894,0.0210550622610057,0.999820495462944,2.65,3.63,2.19,3.99,3.36,13.72,7.66,17.87,9.92,"HOMER2"
"387","chr20",48827884,48828284,401,"*",4.83691852685299,4.41065913393621,5.23719848019789,-0.610371083543669,0.0210563877968661,0.999820495462944,17.82,24.37,14.71,26.84,22.6,42.1,23.51,54.82,30.45,"PREX1"
"388","chr6",30721308,30721708,401,"*",6.39607879051256,6.48976028551589,6.26971537144967,0.432690599416301,0.0211089097673141,0.999820495462944,75.29,102.99,62.17,113.39,95.5,86.13,48.08,112.13,62.29,"TUBB"
"389","chr11",910740,911140,401,"*",5.74151187014885,5.40166898953387,6.07761332774555,-0.461528896536948,0.0211665426244618,0.999820495462944,35.42,48.45,29.24,53.34,44.92,75.39,42.09,98.15,54.52,"CHID1"
"390","chr9",134068082,134068482,401,"*",6.46163037233754,6.14009092335823,6.78324747509911,-0.429230605730554,0.0211743549169785,0.999820495462944,59.09,80.83,48.79,88.98,74.95,122.95,68.64,160.07,88.92,"BRD3"
"391","chr3",128653915,128654315,401,"*",4.71528603456506,4.88850465376816,4.46466740914973,0.634010889365505,0.0211803974221675,0.999820495462944,24.82,33.95,20.49,37.37,31.48,24.65,13.76,32.09,17.82,"RPN1"
"392","chr19",43594682,43595082,401,"*",5.69701554671279,5.8051588706137,5.54933362513699,0.468031004353777,0.0211827048069674,0.999820495462944,46.85,64.08,38.68,70.55,59.42,52.27,29.18,68.06,37.8,"IRGQ"
"393","chrX",53287578,53287978,401,"*",4.34489180201033,3.8433435668684,4.79597317670088,-0.734442500314097,0.0212502411659699,0.999820495462944,12.03,16.45,9.93,18.11,15.25,31.01,17.31,40.37,22.43,"IQSEC2"
"394","chr6",28941302,28941702,401,"*",5.14538962079027,5.28330300306084,4.95210024411441,0.54246334491506,0.0213477283269211,0.999820495462944,32.63,44.63,26.94,49.14,41.38,34.55,19.29,44.99,24.99,"TRIM27"
"395","chr20",63751136,63751536,401,"*",4.70449586397438,4.27027923478826,5.11035822424449,-0.623709440705097,0.0213541408729886,0.999820495462944,16.17,22.11,13.35,24.35,20.51,38.56,21.53,50.2,27.89,"SLC2A4RG"
"396","chr2",191710521,191710921,401,"*",3.3780015262288,2.57637894578984,3.99423737301431,-1.18965895159522,0.021512004155209,0.999820495462944,5,6.84,4.13,7.53,6.34,17.79,9.93,23.16,12.86,"NABP1"
"397","chr16",4288387,4288787,401,"*",4.61939177650337,4.79696119862195,4.36144787038256,0.645338620497769,0.0217188715063929,0.999820495462944,23.29,31.86,19.23,35.07,29.54,22.94,12.81,29.87,16.59,"TFAP4"
"398","chr11",97752382,97752782,401,"*",3.65433667957261,2.97881439374519,4.20756751275498,-1.00461362014311,0.0217977412518178,0.999820495462944,6.6,9.03,5.45,9.95,8.38,20.62,11.51,26.85,14.91,"LINC02737"
"399","chr3",30658560,30658960,401,"*",4.71876174774432,4.89345480602805,4.46566730208717,0.637634433269022,0.0218378752834684,0.999820495462944,24.9,34.06,20.56,37.5,31.58,24.66,13.77,32.11,17.84,"TGFBR2"
"400","chr12",87844799,87845199,401,"*",3.53736030850217,3.86229169028882,2.9899429339924,1.07253271892423,0.0218645852575928,0.999820495462944,12.18,16.67,10.06,18.35,15.45,8.87,4.95,11.55,6.41,"LINC02258"
"401","chr3",179652938,179653338,401,"*",5.62550205133185,5.73615255939699,5.47406997597362,0.474160090085139,0.0219060683947407,0.999820495462944,44.66,61.09,36.87,67.25,56.64,49.62,27.7,64.6,35.88,"USP13"
"402","chr2",70095122,70095522,401,"*",4.60651683355734,4.793008546967,4.33336325399672,0.669039830576909,0.021987554712211,0.999820495462944,23.23,31.77,19.18,34.98,29.46,22.5,12.56,29.3,16.27,"PCBP1-AS1"
"403","chr13",82882579,82882979,401,"*",3.53438716641248,2.81726936561494,4.10932242676792,-1.06669738951236,0.022017929622697,0.999820495462944,5.91,8.08,4.88,8.89,7.49,19.27,10.76,25.08,13.93,"SLITRK1"
"404","chr20",35664756,35665156,401,"*",6.16090332691512,6.25626103765053,6.0320959136528,0.436689915317738,0.0220479083263271,0.999820495462944,64.04,87.6,52.88,96.45,81.23,73.05,40.78,95.1,52.83,"RBM12"
"405","chr16",30526465,30526865,401,"*",4.78718336816379,4.36308082587004,5.18594112501414,-0.606651786944194,0.0221068340504843,0.999820495462944,17.24,23.58,14.23,25.96,21.87,40.63,22.69,52.9,29.39,"ZNF768"
"406","chr12",50085949,50086349,401,"*",4.55217517451541,4.73456383713671,4.2860476015557,0.65824605745654,0.0221834056411901,0.999820495462944,22.3,30.51,18.42,33.59,28.29,21.78,12.16,28.35,15.75,"SMARCD1"
"407","chr12",40011243,40011643,401,"*",4.28702227092438,4.50025331324045,3.96671271161542,0.741882671750277,0.0222181767450253,0.999820495462944,18.96,25.94,15.65,28.55,24.05,17.45,9.74,22.72,12.62,"SLC2A13"
"408","chr1",26545565,26545965,401,"*",5.67631722353967,5.33609028721459,6.01271909619318,-0.462210858995078,0.022414770758425,0.999820495462944,33.84,46.29,27.94,50.97,42.93,72.07,40.24,93.84,52.12,"RPS6KA1"
"409","chr22",43186814,43187214,401,"*",5.60110250742735,5.25662493999976,5.94081980439396,-0.46962023220697,0.0225056557898154,0.999820495462944,32.03,43.81,26.44,48.24,40.63,68.57,38.28,89.27,49.59,"TTLL12"
"410","chr5",16456104,16456504,401,"*",3.91696367792113,4.18070916183887,3.50050297017763,0.885650137055643,0.0225517872370953,0.999820495462944,15.19,20.78,12.54,22.88,19.27,12.63,7.05,16.45,9.14,"ZNF622"
"411","chr11",27871726,27872126,401,"*",3.08720885814193,2.13844658983188,3.76744684761934,-1.39148612806782,0.0225595996352885,0.999820495462944,3.69,5.05,3.05,5.56,4.68,15.2,8.49,19.79,10.99,"BDNF"
"412","chr3",183516294,183516694,401,"*",4.3714454667244,4.57580587367635,4.06704863690768,0.717286206479446,0.0225726453135963,0.999820495462944,19.98,27.33,16.5,30.09,25.34,18.71,10.45,24.36,13.53,"KLHL6"
"413","chr4",52751451,52751851,401,"*",3.99041538105651,3.41963961410467,4.4845049488971,-0.844259857643846,0.0226043427268711,0.999820495462944,8.97,12.26,7.4,13.5,11.37,24.99,13.95,32.53,18.07,"ERVMER34-1"
"414","chr8",143383511,143383911,401,"*",5.40021055841863,5.04206499670965,5.75047191867732,-0.493654179780442,0.0226309889268158,0.999820495462944,27.6,37.76,22.79,41.57,35.01,60.09,33.55,78.24,43.46,"RHPN1"
"415","chr6",153735524,153735924,401,"*",3.5191503673654,3.8436544597302,2.97271028381122,1.07149724901807,0.0226465416340625,0.999820495462944,12.03,16.45,9.93,18.11,15.26,8.76,4.89,11.41,6.34,"OPRM1"
"416","chr3",30354100,30354500,401,"*",5.11105792666054,5.24936672114302,4.91714651444991,0.543421179826463,0.0226580890366522,0.999820495462944,31.87,43.59,26.31,47.99,40.42,33.73,18.83,43.91,24.39,"LINC01985"
"417","chr8",131041450,131041850,401,"*",3.49582458314442,2.74906911208891,4.08565722233788,-1.10937764570649,0.0226743868799217,0.999820495462944,5.63,7.7,4.65,8.48,7.14,18.95,10.58,24.68,13.71,"ADCY8"
"418","chr1",85259544,85259944,401,"*",6.05784873443184,6.15351082406931,5.92859677414358,0.437342640805791,0.0227211176373346,0.999820495462944,59.64,81.58,49.24,89.82,75.65,67.99,37.96,88.52,49.17,"C1orf52"
"419","chr16",11233105,11233505,401,"*",5.49564353801388,5.14555906945883,5.83970765499897,-0.479527626236259,0.0227752737628197,0.999820495462944,29.66,40.57,24.49,44.66,37.62,63.93,35.69,83.23,46.23,"RMI2"
"420","chr14",65847068,65847468,401,"*",5.22099936616981,5.35130525584494,5.03959280102199,0.523151381924041,0.0227922507640105,0.999820495462944,34.2,46.79,28.24,51.51,43.38,36.71,20.5,47.8,26.55,"FUT8"
"421","chr17",29139093,29139493,401,"*",4.76475007568764,4.9270364771172,4.53227938414199,0.60515295521673,0.0228328879313886,0.999820495462944,25.49,34.86,21.04,38.38,32.33,25.83,14.42,33.63,18.68,"MYO18A"
"422","chr7",17234404,17234804,401,"*",4.37732780909796,3.89281749711027,4.81729711228082,-0.706607218370238,0.0228653303734498,0.999820495462944,12.45,17.02,10.28,18.74,15.79,31.47,17.57,40.97,22.76,"AHR"
"423","chr7",64562920,64563320,401,"*",5.57937494727001,5.69107441536289,5.4263690397044,0.476649641268913,0.0229508481579727,0.999820495462944,43.28,59.21,35.74,65.19,54.9,48,26.8,62.5,34.71,"ZNF680"
"424","chr10",17643889,17644289,401,"*",6.15179009978293,6.24479917595485,6.02640513720102,0.430954983584918,0.0229548911954177,0.999820495462944,63.54,86.91,52.46,95.68,80.59,72.76,40.62,94.73,52.62,"STAM"
"425","chr7",4763612,4764012,401,"*",3.53070589281054,2.81075692318344,4.10708421775289,-1.0705518002194,0.0229802341148336,0.999820495462944,5.88,8.04,4.85,8.85,7.46,19.24,10.74,25.04,13.91,"FOXK1"
"426","chr1",226444924,226445324,401,"*",4.80112676199257,4.37938700773746,5.1982125181049,-0.602797049236366,0.0229866639298341,0.999820495462944,17.44,23.85,14.4,26.26,22.12,40.98,22.88,53.35,29.64,"PARP1"
"427","chr5",136386351,136386751,401,"*",3.58527826782573,2.87641369181817,4.15598229954126,-1.05397121893499,0.0230479144301401,0.999820495462944,6.15,8.42,5.08,9.27,7.8,19.9,11.11,25.91,14.39,"TRPC7"
"428","chr4",25160209,25160609,401,"*",5.62797996158063,5.73738795910331,5.47840842078751,0.471140567069895,0.023194630414588,0.999820495462944,44.7,61.14,36.9,67.31,56.69,49.77,27.78,64.79,35.99,"SEPSECS"
"429","chr11",85647752,85648152,401,"*",5.70749527066291,5.8125685266076,5.56438337881714,0.460378676071783,0.0233513901563301,0.999820495462944,47.09,64.41,38.88,70.91,59.73,52.82,29.49,68.77,38.2,"TMEM126A"
"430","chrX",111096076,111096476,401,"*",4.08512143658163,3.52627745418366,4.57203412020383,-0.825974301197376,0.0235488371199945,0.999820495462944,9.65,13.2,7.97,14.54,12.24,26.55,14.82,34.57,19.2,"PAK3"
"431","chr5",114278204,114278604,401,"*",3.14621886508739,2.2476874750975,3.80564967042457,-1.32308957766041,0.0235568811713442,0.999820495462944,3.98,5.44,3.29,5.99,5.05,15.61,8.71,20.32,11.29,"KCNN2"
"432","chr1",150611488,150611888,401,"*",5.24092897879721,5.37233909198797,5.05780756379278,0.525973971194781,0.0235698306483364,0.999820495462944,34.7,47.47,28.65,52.26,44.02,37.18,20.76,48.41,26.89,"ENSA"
"433","chr17",21275728,21276128,401,"*",5.57883987662203,5.2347969320979,5.91821897190365,-0.468896008880867,0.0235875502080028,0.999820495462944,31.55,43.16,26.05,47.51,40.02,67.5,37.69,87.89,48.82,"MAP2K3"
"434","chr3",69084667,69085067,401,"*",5.93226270198398,6.03265408945592,5.79607379632573,0.44894947074495,0.0236708146575578,0.999820495462944,54.85,75.03,45.28,82.6,69.57,62.02,34.63,80.75,44.85,"ARL6IP5"
"435","chr19",36378878,36379278,401,"*",5.76738990414478,5.42778621448508,6.10330419037146,-0.461221951171913,0.0237082451704118,0.999820495462944,36.06,49.33,29.78,54.31,45.74,76.74,42.84,99.92,55.5,"ZFP14"
"436","chr4",72317038,72317438,401,"*",2.6505040053885,3.15358134895342,1.58696905361425,1.73539358483837,0.023855942202654,0.999820495462944,7.46,10.2,6.16,11.23,9.46,3.35,1.87,4.37,2.43,"ADAMTS3"
"437","chr11",67266969,67267369,401,"*",5.01249357432777,4.61495183114341,5.39218283768647,-0.561599491467221,0.0238564695275739,0.999820495462944,20.53,28.08,16.95,30.92,26.04,46.88,26.17,61.03,33.9,"GRK2"
"438","chr2",172762346,172762746,401,"*",3.3583776666163,2.56634481575941,3.97010512775759,-1.17398528936945,0.0238768358750953,0.999820495462944,4.96,6.79,4.1,7.47,6.29,17.49,9.77,22.78,12.65,"RAPGEF4"
"439","chr10",57053501,57053901,401,"*",3.95498940334618,3.38055234736615,4.45126224397037,-0.849960623176199,0.0239111123847079,0.999820495462944,8.73,11.94,7.2,13.14,11.07,24.42,13.63,31.79,17.66,"MIR3924"
"440","chr6",143774808,143775208,401,"*",2.88551330189253,3.34067694306739,1.9866984334094,1.53430253692851,0.0239786200688971,0.999820495462944,8.49,11.61,7.01,12.78,10.77,4.42,2.47,5.76,3.2,"PHACTR2"
"441","chr18",74191366,74191766,401,"*",3.18709255729393,2.32718047959023,3.82981014339936,-1.26905906509186,0.0240326659604423,0.999820495462944,4.2,5.75,3.47,6.33,5.33,15.87,8.86,20.67,11.48,"TIMM21"
"442","chr7",86978775,86979175,401,"*",5.20734957204216,5.33901223095669,5.02383548446214,0.526548424741221,0.0240626171022806,0.999820495462944,33.91,46.39,28,51.07,43.01,36.32,20.27,47.28,26.26,"ELAPOR2"
"443","chr10",42932772,42933172,401,"*",4.76747658877761,4.34947651476491,5.16190641786456,-0.596226662933828,0.0241163760833526,0.999820495462944,17.08,23.36,14.1,25.72,21.66,39.96,22.31,52.03,28.9,"LINC01264"
"444","chr6",158686879,158687279,401,"*",5.76140941826423,5.42232077068454,6.09692048662596,-0.460267623791319,0.0241355111961835,0.999820495462944,35.93,49.15,29.66,54.11,45.57,76.4,42.66,99.47,55.25,"SYTL3"
"445","chr1",85062067,85062467,401,"*",5.52131912265315,5.63555943079379,5.36448911240295,0.483069632458326,0.0241635189176116,0.999820495462944,41.65,56.97,34.39,62.72,52.83,45.99,25.67,59.87,33.26,"DNAI3"
"446","chr2",161308306,161308706,401,"*",5.53911900755755,5.64969980454361,5.38779142354378,0.473936297329544,0.0241742270392657,0.999820495462944,42.06,57.54,34.73,63.34,53.35,46.74,26.09,60.85,33.8,"LOC101929512"
"447","chr7",149415009,149415409,401,"*",3.77732331332749,4.06043557815107,3.32127187253042,0.942879096526207,0.024208642034059,0.999820495462944,13.98,19.12,11.54,21.05,17.73,11.16,6.23,14.53,8.07,"ZNF777"
"448","chr14",97602741,97603141,401,"*",5.57345554162015,5.68418781644531,5.42190088833329,0.474342124968163,0.0242613446950433,0.999820495462944,43.08,58.93,35.57,64.87,54.64,47.85,26.72,62.3,34.61,"LINC02291"
"449","chr9",32572976,32573376,401,"*",6.30358355303122,6.39485765664871,6.18071803842791,0.426715830685826,0.0242770870763165,0.999820495462944,70.5,96.44,58.21,106.17,89.42,80.97,45.21,105.42,58.56,"NDUFB6"
"450","chr18",70658992,70659392,401,"*",4.77559408287049,4.93449893224613,4.548663481169,0.596240105882379,0.0242938686433556,0.999820495462944,25.62,35.05,21.15,38.58,32.5,26.12,14.58,34.01,18.89,"GTSCR1"
"451","chr8",67393296,67393696,401,"*",3.76177438285003,4.04431546364226,3.30691399553951,0.941278530589136,0.0243683153589075,0.999820495462944,13.82,18.91,11.41,20.82,17.53,11.05,6.17,14.38,7.99,"CPA6"
"452","chr5",66144188,66144588,401,"*",6.08841830935813,6.18197426379253,5.96223765310267,0.432248024557493,0.0243774715533973,0.999820495462944,60.83,83.21,50.22,91.61,77.15,69.59,38.85,90.61,50.33,"SREK1"
"453","chr5",43192162,43192562,401,"*",4.51603547052418,4.70185162412352,4.24404244260081,0.667409054515831,0.0243917025719335,0.999820495462944,21.8,29.83,18,32.84,27.66,21.15,11.81,27.54,15.3,"NIM1K"
"454","chr15",66504806,66505206,401,"*",5.40336475184447,5.52127518283418,5.24098108429032,0.492022869654439,0.024404144816258,0.999820495462944,38.48,52.63,31.77,57.95,48.81,42.21,23.57,54.96,30.53,"ZWILCH"
"455","chr20",57374159,57374559,401,"*",3.58600036178863,3.89915525533315,3.06517486478658,1.03569025381981,0.0244643134393965,0.999820495462944,12.5,17.1,10.32,18.82,15.85,9.34,5.22,12.16,6.76,"RAE1"
