"","seqnames","start","end","width","strand","Conc","Conc_good","Conc_poor","Fold","p.value","FDR","G08CD8_S145930","G09CD8_S145931","G48CD8_S145920","G58CD8_S145928","G70CD8_S145926","G27CD8_S145935","G44CD8_S145922","G50CD8_S145937","G52CD8_S145932","G81CD8_S145924","SYMBOL","Significance","negLog10Pval","negLog10Pval_capped","Capped"
"8782","chr11",615654,616054,401,"*",5.12473039190665,4.9609246573928,5.27181931510264,-0.212685243720473,0.352364888193506,0.999789157560756,41.47,20.86,24.13,30.11,39.16,43.41,25,35.08,54.9,34.78,"IRF7","Not Significant",0.453007373879541,0.453007373879541,"Not Capped"
"8795","chr2",230602609,230603009,401,"*",4.23295257218297,4.32475885652661,4.1349047388273,0.285257310810155,0.352777454547837,0.999789157560756,26.68,13.42,15.53,19.37,25.2,19.74,11.37,15.95,24.97,15.82,"SP100","Not Significant",0.45249917773051,0.45249917773051,"Not Capped"
"8796","chr19",11887701,11888101,401,"*",4.49785085355101,4.57559082118532,4.41568206876925,0.2558761822273,0.352812737614196,0.999789157560756,31.75,15.97,18.48,23.05,29.98,23.98,13.81,19.38,30.33,19.21,"ZNF69","Not Significant",0.452455743903886,0.452455743903886,"Not Capped"
"8805","chr10",62837711,62838111,401,"*",2.47234568839317,2.00119366161252,2.82692386433587,-0.711482333084458,0.353077792934325,0.999789157560756,5.33,2.68,3.1,3.87,5.03,7.97,4.59,6.44,10.08,6.39,"EGR2","Not Significant",0.452129596821982,0.452129596821982,"Not Capped"
"8813","chr19",50376326,50376726,401,"*",5.77303442708695,5.82482914588475,5.71931073978286,0.202495922902889,0.353263800841197,0.999789157560756,75.47,37.96,43.92,54.79,71.27,59.19,34.1,47.84,74.87,47.43,"NR1H2","Not Significant",0.451900862707711,0.451900862707711,"Not Capped"
"8814","chr5",88828758,88829158,401,"*",2.97116668897598,2.5935230219903,3.27018423287756,-0.570364977052253,0.353268290458677,0.999789157560756,8.04,4.04,4.68,5.83,7.59,10.84,6.24,8.76,13.71,8.69,"MEF2C","Not Significant",0.451895343309168,0.451895343309168,"Not Capped"
"8815","chr13",74070075,74070475,401,"*",3.63885830430144,3.37829447547252,3.85948343389683,-0.379933682981874,0.353342941566573,0.999789157560756,13.85,6.96,8.06,10.05,13.07,16.31,9.39,13.18,20.63,13.07,"KLF12","Not Significant",0.451803579796565,0.451803579796565,"Not Capped"
"8830","chr16",89241138,89241538,401,"*",5.0667480750811,4.90246437810644,5.21422218849924,-0.213612203722148,0.353773489431586,0.999789157560756,39.82,20.03,23.18,28.91,37.6,41.71,24.03,33.71,52.75,33.42,"ZNF778","Not Significant",0.451274714741588,0.451274714741588,"Not Capped"
"8831","chr7",152336907,152337307,401,"*",3.56351715685604,3.71034889909523,3.40003038563529,0.403324398048638,0.353822646048973,0.999789157560756,17.43,8.77,10.14,12.65,16.46,11.86,6.83,9.58,15,9.5,"KMT2C","Not Significant",0.45121437397192,0.45121437397192,"Not Capped"
"8845","chr6",7107226,7107626,401,"*",4.75315479470086,4.57791806479351,4.90939323481936,-0.232990923038457,0.354534270652367,0.999789157560756,31.8,15.99,18.51,23.09,30.03,33.76,19.45,27.29,42.71,27.05,"RREB1","Not Significant",0.450341777869236,0.450341777869236,"Not Capped"
"8862","chr11",101128086,101128486,401,"*",3.67835335288996,3.42252155910685,3.89557894636509,-0.371817572154232,0.354944885249744,0.999789157560756,14.28,7.18,8.31,10.36,13.48,16.72,9.63,13.51,21.15,13.4,"PGR","Not Significant",0.449839077621436,0.449839077621436,"Not Capped"
"8879","chr1",244054559,244054959,401,"*",4.06957494943652,3.85031318034224,4.25986757186957,-0.309705851243253,0.355509863891377,0.999789157560756,19.2,9.66,11.18,13.94,18.13,21.52,12.4,17.39,27.22,17.25,"ZBTB18","Not Significant",0.449148344936563,0.449148344936563,"Not Capped"
"8881","chr15",61031354,61031754,401,"*",2.64452125173924,2.90032170553146,2.33337652546853,0.650058919875057,0.355683879960653,0.999789157560756,9.94,5,5.79,7.22,9.39,5.66,3.26,4.58,7.16,4.54,"RORA","Not Significant",0.448935817138587,0.448935817138587,"Not Capped"
"8907","chr1",13713626,13714026,401,"*",2.57554172662479,2.13158807914227,2.9145453435808,-0.669956644524085,0.356698977145991,0.999789157560756,5.83,2.93,3.4,4.24,5.51,8.47,4.88,6.85,10.71,6.79,"PRDM2","Not Significant",0.447698136023263,0.447698136023263,"Not Capped"
"8910","chr19",36054262,36054662,401,"*",6.75413843438023,6.81029486569458,6.69570729116214,0.21173454734156,0.356775938894189,0.999789157560756,149.43,75.16,86.96,108.49,141.1,116.46,67.09,94.12,147.31,93.32,"THAP8","Not Significant",0.447604442294336,0.447604442294336,"Not Capped"
"8917","chr7",149186302,149186702,401,"*",3.01396462856835,3.21859517317351,2.7754351054543,0.532758303762143,0.356995778453727,0.999789157560756,12.39,6.23,7.21,9,11.7,7.69,4.43,6.22,9.73,6.16,"ZNF282","Not Significant",0.447336919476298,0.447336919476298,"Not Capped"
"8920","chr6",15415466,15415866,401,"*",2.51722702370362,2.06378479416004,2.86171662193204,-0.683556581045437,0.357127593395286,0.999789157560756,5.57,2.8,3.24,4.04,5.26,8.17,4.7,6.6,10.33,6.54,"JARID2","Not Significant",0.447176592830629,0.447176592830629,"Not Capped"
"8937","chr3",179322676,179323076,401,"*",5.84718934448273,5.69032346205713,5.9886593583635,-0.200508494368282,0.357915940481936,0.999789157560756,68.75,34.58,40.01,49.92,64.92,71.34,41.1,57.66,90.24,57.16,"ZNF639","Not Significant",0.446218959030561,0.446218959030561,"Not Capped"
"8949","chrX",47366287,47366687,401,"*",4.50757953229072,4.58296089580459,4.42804126645626,0.25094069396676,0.358280184128881,0.999789157560756,31.91,16.05,18.57,23.17,30.13,24.19,13.93,19.55,30.59,19.38,"ZNF157","Not Significant",0.445777211263044,0.445777211263044,"Not Capped"
"8952","chr10",43436728,43437128,401,"*",6.02441785383499,5.86693587415203,6.16638867785365,-0.201670699630849,0.358365925706283,0.999789157560756,77.71,39.08,45.22,56.42,73.38,80.7,46.48,65.21,102.07,64.66,"ZNF487","Not Significant",0.445673290810252,0.445673290810252,"Not Capped"
"8954","chr6",122399337,122399737,401,"*",5.84891287054913,5.69158242018511,5.99076055610243,-0.201362999566379,0.358426209781503,0.999789157560756,68.81,34.61,40.05,49.96,64.98,71.45,41.16,57.74,90.37,57.25,"HSF2","Not Significant",0.445600240228416,0.445600240228416,"Not Capped"
"8958","chr7",27925963,27926363,401,"*",3.16760453485759,3.35362812559063,2.95399375272973,0.490378298662347,0.358705215097952,0.999789157560756,13.61,6.85,7.92,9.88,12.85,8.71,5.02,7.04,11.01,6.98,"JAZF1","Not Significant",0.445262309212523,0.445262309212523,"Not Capped"
"8960","chr7",13933220,13933620,401,"*",3.20924427149177,3.38911826437544,3.00370598415964,0.476130668891449,0.358739949886295,0.999789157560756,13.95,7.02,8.12,10.13,13.17,9.01,5.19,7.28,11.4,7.22,"ETV1","Not Significant",0.445220256864398,0.445220256864398,"Not Capped"
"8981","chr19",20052016,20052416,401,"*",4.32429043040362,4.12710422458183,4.49773756436651,-0.271524602546632,0.359611859257186,0.999789157560756,23.27,11.7,13.54,16.89,21.97,25.38,14.62,20.51,32.1,20.34,"ZNF682","Not Significant",0.444165994566647,0.444165994566647,"Not Capped"
"8992","chr7",4725255,4725655,401,"*",4.09460043010397,4.19420441590495,3.9876064003409,0.301825588107448,0.359780150407151,0.999789157560756,24.37,12.26,14.18,17.7,23.02,17.82,10.27,14.4,22.54,14.28,"FOXK1","Not Significant",0.443962800986139,0.443962800986139,"Not Capped"
"8996","chr7",13990407,13990807,401,"*",3.81925505706807,3.58085984982074,4.02378680144835,-0.342476513039461,0.359825929222487,0.999789157560756,15.93,8.01,9.27,11.57,15.04,18.28,10.53,14.77,23.12,14.64,"ETV1","Not Significant",0.443907544402076,0.443907544402076,"Not Capped"
"8998","chr1",157138360,157138760,401,"*",5.43028490226162,5.27272534402093,5.57231876048253,-0.201617660410954,0.359867292621511,0.999789157560756,51.47,25.89,29.96,37.37,48.61,53.46,30.79,43.2,67.62,42.83,"ETV3","Not Significant",0.443857623420682,0.443857623420682,"Not Capped"
"9006","chr12",53232412,53232812,401,"*",4.59766802040316,4.66856477504443,4.52310639114768,0.241676083895862,0.360214506443297,0.999789157560756,33.86,17.03,19.71,24.58,31.98,25.83,14.88,20.88,32.67,20.7,"RARG","Not Significant",0.44343880139595,0.44343880139595,"Not Capped"
"9022","chr4",18687979,18688379,401,"*",2.95901771580757,2.60110187018097,3.24555471106376,-0.538275985772637,0.361062767899019,0.999789157560756,8.08,4.06,4.7,5.87,7.63,10.66,6.14,8.61,13.48,8.54,"LCORL","Not Significant",0.44241729287938,0.44241729287938,"Not Capped"
"9069","chr11",12786527,12786927,401,"*",3.09261642636371,3.28394602477711,2.87197611394894,0.501402352328787,0.362674634281158,0.999789157560756,12.97,6.52,7.55,9.42,12.25,8.22,4.74,6.65,10.4,6.59,"TEAD1","Not Significant",0.440482818218721,0.440482818218721,"Not Capped"
"9075","chr19",3359735,3360135,401,"*",4.49239146023444,4.30569405153627,4.6576734849072,-0.253199481564141,0.362929432558138,0.999789157560756,26.33,13.24,15.32,19.12,24.86,28.36,16.34,22.92,35.87,22.72,"NFIC","Not Significant",0.440177810307943,0.440177810307943,"Not Capped"
"9077","chr15",99565487,99565887,401,"*",4.60067453458292,4.6711721424014,4.5265542658692,0.240762418356891,0.363000598568195,0.999789157560756,33.92,17.06,19.74,24.63,32.03,25.89,14.92,20.93,32.75,20.75,"MEF2A","Not Significant",0.440092658835376,0.440092658835376,"Not Capped"
"9096","chr19",37719404,37719804,401,"*",4.11284794781556,4.21017636021054,4.00847539447,0.297177376282031,0.363545376569624,0.999789157560756,24.64,12.4,14.34,17.89,23.27,18.08,10.42,14.61,22.87,14.49,"ZNF607","Not Significant",0.439441374175302,0.439441374175302,"Not Capped"
"9103","chr6",144063815,144064215,401,"*",5.79889951068735,5.64275053298541,5.93978628217733,-0.199228659351992,0.363746339075345,0.999789157560756,66.52,33.46,38.71,48.3,62.82,68.97,39.73,55.73,87.23,55.26,"PLAGL1","Not Significant",0.439201368940406,0.439201368940406,"Not Capped"
"9115","chr19",53196850,53197250,401,"*",5.00800846399249,5.0644661179625,4.94925112647604,0.211758940740391,0.363930666148935,0.999789157560756,44.55,22.41,25.93,32.35,42.07,34.71,19.99,28.05,43.9,27.81,"ZNF665","Not Significant",0.438981347606593,0.438981347606593,"Not Capped"
"9116","chr7",50266862,50267262,401,"*",4.51091494828015,4.32665178427455,4.67428684800425,-0.248816011743806,0.363975416590972,0.999789157560756,26.72,13.44,15.55,19.4,25.23,28.69,16.53,23.18,36.28,22.99,"IKZF1","Not Significant",0.43892794821751,0.43892794821751,"Not Capped"
"9123","chr19",43533771,43534171,401,"*",5.60279579425047,5.65319513234717,5.55057186482846,0.199468586966864,0.36418104156781,0.999789157560756,67.01,33.7,39,48.65,63.27,52.66,30.33,42.56,66.6,42.19,"ZNF575","Not Significant",0.438682666330203,0.438682666330203,"Not Capped"
"9132","chr16",79600593,79600993,401,"*",4.02267722437219,4.12529132699899,3.91220180528244,0.308170353958719,0.364563107859353,0.999789157560756,23.24,11.69,13.52,16.87,21.94,16.92,9.74,13.67,21.39,13.55,"MAF","Not Significant",0.43822728209838,0.43822728209838,"Not Capped"
"9182","chr9",114385449,114385849,401,"*",5.70821603641434,5.55298502355909,5.84835522377583,-0.197477230524873,0.366173448775614,0.999789157560756,62.51,31.44,36.38,45.38,59.03,64.73,37.29,52.31,81.87,51.87,"AKNA","Not Significant",0.436313149570877,0.436313149570877,"Not Capped"
"9184","chr19",57499695,57500095,401,"*",5.26312113583366,5.1047706564028,5.40579728365241,-0.202934666581336,0.366218706937347,0.999789157560756,45.82,23.04,26.66,33.26,43.26,47.63,27.44,38.49,60.25,38.16,"ZNF773","Not Significant",0.436259475129465,0.436259475129465,"Not Capped"
"9186","chr4",38654941,38655341,401,"*",4.38161859890247,4.46157376626023,4.29697092706734,0.260488679027953,0.366246625076134,0.999789157560756,29.34,14.75,17.07,21.3,27.7,22.09,12.72,17.85,27.93,17.7,"KLF3","Not Significant",0.436226368597056,0.436226368597056,"Not Capped"
"9188","chr1",32465148,32465548,401,"*",3.77484357804896,3.8965987822894,3.64185786292019,0.349157645416873,0.366283094740401,0.999789157560756,19.83,9.97,11.54,14.4,18.73,14.02,8.08,11.33,17.74,11.24,"ZBTB8B","Not Significant",0.436183125098443,0.436183125098443,"Not Capped"
"9194","chr12",69403126,69403526,401,"*",2.92374249807852,3.14357153598416,2.66428919445688,0.567668547838874,0.366411360103661,0.999789157560756,11.77,5.92,6.85,8.54,11.11,7.12,4.1,5.76,9.01,5.71,"YEATS4","Not Significant",0.436031070064633,0.436031070064633,"Not Capped"
"9196","chr7",149195368,149195768,401,"*",4.73115809134788,4.55867543547459,4.88520404865748,-0.228003887611099,0.366447043548775,0.999789157560756,31.38,15.78,18.26,22.78,29.63,33.2,19.13,26.83,42,26.6,"ZNF282","Not Significant",0.435988777793048,0.435988777793048,"Not Capped"
"9199","chr18",14132329,14132729,401,"*",5.08666859723525,4.92484779678916,5.23215539178073,-0.209149166047602,0.366547035084087,0.999789157560756,40.44,20.34,23.54,29.36,38.19,42.23,24.33,34.13,53.41,33.84,"ZNF519","Not Significant",0.435870289053347,0.435870289053347,"Not Capped"
"9200","chr7",50304024,50304424,401,"*",4.56404688205868,4.38334658963329,4.72461263579073,-0.242591400959248,0.366601168312492,0.999789157560756,27.79,13.98,16.17,20.17,26.24,29.71,17.11,24.01,37.57,23.8,"IKZF1","Not Significant",0.435806155328903,0.435806155328903,"Not Capped"
"9218","chr1",244048141,244048541,401,"*",6.63459882738976,6.47515039429412,6.778165542355,-0.205373665909715,0.367375920387412,0.999789157560756,118.45,59.58,68.94,86,111.85,123.31,71.04,99.66,155.97,98.81,"ZBTB18","Not Significant",0.43488931287939,0.43488931287939,"Not Capped"
"9254","chr19",2887474,2887874,401,"*",3.41833165175314,3.56904927336136,3.250011881085,0.411594146846917,0.368604001338213,0.999789157560756,15.8,7.95,9.2,11.47,14.92,10.69,6.16,8.64,13.52,8.56,"ZNF57","Not Significant",0.43343995465771,0.43343995465771,"Not Capped"
"9259","chr1",216899215,216899615,401,"*",2.56993798438017,2.82928540284518,2.25352276322835,0.659389339472791,0.368829326689938,0.999789157560756,9.46,4.76,5.51,6.87,8.94,5.36,3.09,4.33,6.78,4.29,"ESRRG","Not Significant",0.433174554231087,0.433174554231087,"Not Capped"
"9268","chr11",128482438,128482838,401,"*",4.06065325569119,4.15952515740612,3.95450356306112,0.300187798811885,0.369037635752813,0.999789157560756,23.79,11.97,13.85,17.27,22.47,17.42,10.03,14.08,22.03,13.96,"ETS1","Not Significant",0.432929340707388,0.432929340707388,"Not Capped"
"9293","chr4",145854348,145854748,401,"*",2.87570789340315,3.08561449015794,2.6299740697163,0.544312253393001,0.370052145568136,0.999789157560756,11.3,5.69,6.58,8.21,10.67,6.95,4.01,5.62,8.8,5.57,"ZNF827","Not Significant",0.431737073401075,0.431737073401075,"Not Capped"
"9303","chr8",56143088,56143488,401,"*",3.39331589605126,3.11114959993129,3.62922026812981,-0.415295912215875,0.370388729409484,0.999789157560756,11.51,5.79,6.7,8.35,10.86,13.9,8.01,11.24,17.58,11.14,"PLAG1","Not Significant",0.431342236973202,0.431342236973202,"Not Capped"
"9308","chr4",120659159,120659559,401,"*",2.90155668907593,3.1091249518879,2.65902348624112,0.538274846631669,0.370447222868164,0.999789157560756,11.49,5.78,6.69,8.34,10.85,7.1,4.09,5.73,8.98,5.69,"PRDM5","Not Significant",0.431273656644974,0.431273656644974,"Not Capped"
"9336","chr12",53526992,53527392,401,"*",2.49198704716976,2.74717128276191,2.18175469289456,0.647627635725658,0.371540837344798,0.999789157560756,8.94,4.5,5.2,6.49,8.44,5.1,2.94,4.12,6.45,4.08,"ATF7","Not Significant",0.42999344446388,0.42999344446388,"Not Capped"
"9343","chr12",19678486,19678886,401,"*",3.72644619307849,3.47891699892884,3.93766054242309,-0.358079830914224,0.371885533238945,0.999789157560756,14.85,7.47,8.64,10.78,14.02,17.22,9.92,13.91,21.78,13.79,"AEBP2","Not Significant",0.42959071585103,0.42959071585103,"Not Capped"
"9435","chr13",36297725,36298125,401,"*",4.22094154059605,4.30861745719209,4.12759061276335,0.276558554668627,0.374619361580529,0.999789157560756,26.39,13.27,15.36,19.16,24.91,19.64,11.31,15.87,24.84,15.74,"CCDC169-SOHLH2","Not Significant",0.426409780590552,0.426409780590552,"Not Capped"
"9484","chr4",184489464,184489864,401,"*",3.20359602342408,2.89915711405146,3.45485206492923,-0.451870563767089,0.376290129105233,0.999789157560756,9.93,5,5.78,7.21,9.38,12.32,7.1,9.96,15.58,9.87,"IRF2","Not Significant",0.424477174003695,0.424477174003695,"Not Capped"
"9487","chr1",41891578,41891978,401,"*",4.48309008953932,4.55600087935052,4.40629749241533,0.2457773609104,0.376332053496873,0.999789157560756,31.32,15.75,18.23,22.74,29.58,23.82,13.72,19.25,30.13,19.09,"HIVEP3","Not Significant",0.424428789748258,0.424428789748258,"Not Capped"
"9511","chr9",22447190,22447590,401,"*",4.03493185755446,3.82247641094758,4.22007902883772,-0.298121773426159,0.377129086040401,0.999789157560756,18.84,9.47,10.96,13.68,17.79,20.94,12.06,16.92,26.48,16.78,"DMRTA1","Not Significant",0.423509971387228,0.423509971387228,"Not Capped"
"9521","chr14",89140152,89140552,401,"*",3.26236139397655,2.96193605435777,3.51088049032395,-0.445270089447651,0.377496991497252,0.999789157560756,10.37,5.22,6.04,7.53,9.8,12.81,7.38,10.35,16.2,10.26,"FOXN3","Not Significant",0.423086505177439,0.423086505177439,"Not Capped"
"9580","chr19",52527405,52527805,401,"*",5.45998393198287,5.50727481799626,5.41109018277179,0.193010707048513,0.379147230829959,0.999789157560756,60.56,30.46,35.24,43.97,57.19,47.81,27.54,38.63,60.47,38.3,"ZNF808","Not Significant",0.42119211161375,0.42119211161375,"Not Capped"
"9613","chr16",3305265,3305665,401,"*",5.01374446738647,4.85479361256297,5.15690774103121,-0.203962582111355,0.380638549334356,0.999789157560756,38.53,19.38,22.42,27.97,36.38,40.08,23.09,32.39,50.7,32.12,"ZNF75A","Not Significant",0.419487230459407,0.419487230459407,"Not Capped"
"9628","chr9",96853200,96853600,401,"*",3.70367819392959,3.46017982047216,3.91195254421479,-0.350950815020607,0.381392163141586,0.999789157560756,14.65,7.37,8.53,10.64,13.84,16.91,9.74,13.67,21.39,13.55,"ZNF782","Not Significant",0.418628235095289,0.418628235095289,"Not Capped"
"9648","chr8",75441182,75441582,401,"*",2.6715367417047,2.28102369813248,2.97854752712668,-0.588734690107707,0.382349779626313,0.999789157560756,6.47,3.25,3.77,4.7,6.11,8.86,5.1,7.16,11.2,7.1,"HNF4G","Not Significant",0.417539155787864,0.417539155787864,"Not Capped"
"9658","chr5",134132383,134132783,401,"*",5.341480391735,5.18864365115922,5.47966563229167,-0.193053621847461,0.382686300003737,0.999789157560756,48.56,24.42,28.26,35.25,45.85,50.13,28.88,40.52,63.41,40.17,"TCF7","Not Significant",0.417157085043017,0.417157085043017,"Not Capped"
"9660","chr16",30409413,30409813,401,"*",4.7050372243578,4.76706332169608,4.64022415634894,0.223185289987356,0.382727234487108,0.999789157560756,36.25,18.23,21.1,26.32,34.23,28.02,16.14,22.64,35.44,22.45,"ZNF771","Not Significant",0.417110632715057,0.417110632715057,"Not Capped"
"9685","chr4",80183942,80184342,401,"*",5.45831185066763,5.30613627904145,5.59595647759363,-0.191827775989865,0.383644142261592,0.999789157560756,52.68,26.5,30.66,38.25,49.74,54.34,31.3,43.92,68.73,43.54,"PRDM8","Not Significant",0.416071428514698,0.416071428514698,"Not Capped"
"9686","chr13",44577172,44577572,401,"*",5.8961568357213,5.74439539342566,6.03346261478351,-0.191300039134327,0.38373189638124,0.999789157560756,71.38,35.9,41.54,51.82,67.4,73.59,42.39,59.47,93.08,58.97,"TSC22D1","Not Significant",0.415972100080725,0.415972100080725,"Not Capped"
