# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	NKX1-1 (-105492)
Region4122	CRYGS (+12275)
Region4123	ENSG00000268750 (-80)
Region4124	UEVLD (-23)
Region4125	CLEC3B (+11720)
Region4126	CYP2F1 (+21415)
Region4127	DSEL (+98700)
Region4128	ABRA (+7056)
Region4129	CDH7 (-167022)
Region4130	NONE
Region4131	ADPRM (-11)
Region4132	ADAM22 (-157)
Region4133	DAD1 (-62)
Region4134	TSR2 (-6)
Region4135	ANKRD30B (-297744)
Region4136	IFNG (+95343)
Region4137	BTLA (+9)
Region4138	ERCC1 (-16189)
Region4139	IFNE (-94456)
Region4140	IL18R1 (-90)
Region4141	GPR65 (+122612)
Region4142	MAPK9 (-1549)
Region4143	MGAT5 (+162693)
Region4144	CSNK1D (+71)
Region4145	PLRG1 (-6)
Region4146	ZFP36L2 (-109)
Region4147	KRT1 (-1248)
Region4148	IMMP2L (+209204)
Region4149	CALD1 (-31209)
Region4150	ZDHHC1 (+190)
Region4151	DPH6 (-28)
Region4152	PSEN2 (-42347)
Region4153	BCHE (-18491)
Region4154	FKBP3 (+758)
Region4155	DNM2 (+12929)
Region4156	GUCY1B3 (+86)
Region4157	GRIN2C (+16848)
Region4158	CD109 (+548111)
Region4159	SMIM8 (+23)
Region4160	GHSR (-29015)
Region4161	H2AFB1 (-21163)
Region4162	TXNL1 (-97)
Region4163	MTCP1 (+13958)
Region4164	BAK1 (-12854)
Region4165	PPM1J (+52)
Region4166	ATG16L2 (+7968)
Region4167	ZNF630 (-166)
Region4168	ECE1 (-34379)
Region4169	BMP5 (+67131)
Region4170	SIKE1 (-26)
Region4171	SSBP1 (-371)
Region4172	STRN3 (-145)
Region4173	REEP4 (+28)
Region4174	FAM46C (+68677)
Region4175	HTR7 (+528879)
Region4176	TPST1 (+208562)
Region4177	CCNH (-368466)
Region4178	TCF7 (-24031)
Region4179	TRPV3 (+22073)
Region4180	ST6GALNAC3 (+256377)
Region4181	RAB23 (+157)
Region4182	IFNK (-49403)
Region4183	XKRX (-311)
Region4184	KIF3C (-113)
Region4185	ADCK1 (+123)
Region4186	TBX18 (+266981)
Region4187	RAD21 (+152)
Region4188	WBP1L (-186)
Region4189	RPN2 (+87)
Region4190	UBTD2 (+153)
Region4191	TPTE (-93)
Region4192	PLCG2 (-162499)
Region4193	RUNX3 (-5994)
Region4194	OR10A7 (-10401)
Region4195	DUOX2 (+1294)
Region4196	PRKCG (-2727)
Region4197	ACO1 (-373893)
Region4198	TAOK1 (-20499)
Region4199	SART3 (+158)
Region4200	FAM174A (-245247)
Region4201	SLC41A2 (-29839)
Region4202	NONE
Region4203	CITED2 (-415104)
Region4204	CTNND2 (-825853)
Region4205	TEK (-33170)
Region4206	EIF3D (-36757)
Region4207	CCER1 (-15724)
Region4208	RPL11 (-6)
Region4209	OTOS (-38562)
Region4210	PON1 (+49585)
Region4211	GCLC (-53693)
Region4212	C5orf30 (-59)
Region4213	CCZ1 (-109)
Region4214	ENSG00000258677 (+9314)
Region4215	CD47 (+163346)
Region4216	GRK1 (+5133)
Region4217	KCNK3 (+257)
Region4218	PXK (-11767)
Region4219	PCSK1 (-104299)
Region4220	CRIP3 (+233)
Region4221	PCMTD2 (-110)
Region4222	RAB36 (-50)
Region4223	IQGAP3 (+127)
Region4224	ST6GAL1 (+90037)
Region4225	SHISA2 (+162640)
Region4226	IKZF2 (+113677)
Region4227	RAB3C (+59)
Region4228	YWHAB (-63)
Region4229	SEZ6 (+23854)
Region4230	SLCO4A1 (+9766)
Region4231	SPON1 (+456)
Region4232	MMEL1 (-41946)
Region4233	KCNJ6 (+180376)
Region4234	GCA (+23191)
Region4235	C3orf38 (+359468)
Region4236	SLC35C1 (-32588)
Region4237	ENSG00000283321 (+314323)
Region4238	EEF1A1 (-2670)
Region4239	ATP2B1 (-44449)
Region4240	MRPL40 (+331)
Region4241	ETS1 (+110655)
Region4242	AZIN1 (+882)
Region4243	OR6C65 (-7855)
Region4244	BAG3 (-53)
Region4245	TNFAIP3 (-42933)
Region4246	DPEP2 (-6641)
Region4247	ARFGAP2 (+23570)
Region4248	RTN1 (+138036)
Region4249	LSM5 (+3)
Region4250	NONE
Region4251	PALM3 (-14507)
Region4252	USP3 (-37696)
Region4253	ENOX2 (-65)
Region4254	GLOD4 (-59197)
Region4255	RIPK1 (-14622)
Region4256	ZFHX4 (-511808)
Region4257	PRNT (-199)
Region4258	DPH5 (-161)
Region4259	ATM (+1072)
Region4260	TRIM2 (-89485)
Region4261	DDX46 (-73)
Region4262	WWC1 (-293)
Region4263	RORA (-303745)
Region4264	STK35 (+841)
Region4265	CMTM6 (+874)
Region4266	SLC25A33 (-83537)
Region4267	ZEB2 (-225163)
Region4268	B3GALT1 (-110123)
Region4269	SLC29A4 (-42485)
Region4270	DCLK3 (+70940)
Region4271	ZNF385B (+158271)
Region4272	ZFPM1 (-10077)
Region4273	CDK18 (-18976)
Region4274	ICE2 (-69245)
Region4275	HNRNPU (-22)
Region4276	MRAP2 (+30563)
Region4277	ADAMTSL4 (-313)
Region4278	TMEM65 (-88)
Region4279	DNM2 (+37262)
Region4280	NUP155 (+51)
Region4281	B3GALT2 (-292768)
Region4282	KPNA2 (+65695)
Region4283	IFIH1 (-77)
Region4284	GRIK2 (+396896)
Region4285	CLDN20 (-57035)
Region4286	PPIF (-29)
Region4287	CACNB2 (+904)
Region4288	NETO2 (-149)
Region4289	NR4A1 (-13917)
Region4290	KLHL13 (-119010)
Region4291	NDFIP1 (+41066)
Region4292	ST8SIA1 (-815)
Region4293	ZNF487 (-228)
Region4294	NOD1 (+96)
Region4295	FAM136A (+45)
Region4296	ITGA6 (+56557)
Region4297	LYPD6 (+140)
Region4298	BRSK1 (+17775)
Region4299	ZC3H7A (-1232)
Region4300	GCC2 (+613)
Region4301	ST3GAL1 (-314312)
Region4302	NONE
Region4303	CEP350 (-59)
Region4304	BCHE (+124213)
Region4305	AFF3 (-36399)
Region4306	FADS1 (+1644)
Region4307	TMCO6 (-135)
Region4308	FUT8 (+527244)
Region4309	ACO1 (-478477)
Region4310	CNTN5 (-397460)
Region4311	UNC5CL (+10960)
Region4312	PRKD2 (+2654)
Region4313	NFXL1 (-19518)
Region4314	BTRC (-26114)
Region4315	ASB9 (+88135)
Region4316	ATP2B4 (-396)
Region4317	CD37 (+293)
Region4318	MRPL1 (-7933)
Region4319	BCAS1 (+230916)
Region4320	TECRL (+594422)
Region4321	GRASP (+44)
Region4322	LHFPL3 (+196386)
Region4323	ABHD12B (+3358)
Region4324	NEK9 (-5544)
Region4325	PPIAL4G (+111938)
Region4326	SERPINB8 (+631373)
Region4327	ELMO1 (+277)
Region4328	PFN4 (-77370)
Region4329	FOXO1 (+284042)
Region4330	RUNX2 (-90892)
Region4331	NONE
Region4332	UBL3 (-13894)
Region4333	CNTN3 (+97751)
Region4334	AMPH (+38922)
Region4335	LIMK1 (+32014)
Region4336	ZNF487 (+18628)
Region4337	ZNF559 (+429)
Region4338	ADGRA3 (+158744)
Region4339	SYT4 (-169968)
Region4340	HES1 (+5582)
Region4341	ESR1 (+447566)
Region4342	PRKCG (-4584)
Region4343	RND2 (-230)
Region4344	MAGEB18 (-391365)
Region4345	FIP1L1 (-34)
Region4346	NONE
Region4347	PRICKLE1 (-410611)
Region4348	CD28 (+34624)
Region4349	SLC2A1 (+251)
Region4350	DENND4A (-36669)
Region4351	DUSP15 (+1228)
Region4352	ZNF778 (+39424)
Region4353	MT1G (-53)
Region4354	RBBP4 (-51)
Region4355	E2F7 (-240079)
Region4356	SHOX2 (+11543)
Region4357	ESM1 (+154387)
Region4358	CCDC117 (+177)
Region4359	TRAF1 (+12574)
Region4360	SERINC2 (+22476)
Region4361	DAB2 (-297307)
Region4362	TMEM173 (+119)
Region4363	PRKRIP1 (+27028)
Region4364	NFATC2 (-39107)
Region4365	POGLUT1 (+61)
Region4366	SYTL3 (+54385)
Region4367	BCL7A (+2752)
Region4368	C7orf61 (+13603)
Region4369	STK4 (-34)
Region4370	H6PD (-5002)
Region4371	PKDCC (+58112)
Region4372	RAB35 (+37676)
Region4373	TES (-46705)
Region4374	CRLF3 (+126695)
Region4375	RASA3 (-10374)
Region4376	HELT (-13497)
Region4377	KCTD1 (+147086)
Region4378	USP25 (-119)
Region4379	ZNF207 (-35)
Region4380	C1GALT1C1 (+3)
Region4381	C3orf38 (+69738)
Region4382	APBB1 (+5153)
Region4383	IFT22 (+31733)
Region4384	UBE2G1 (+1116)
Region4385	FMR1 (-522378)
Region4386	SEC14L4 (+3140)
Region4387	TMEM257 (+906335)
Region4388	TMX3 (+144)
Region4389	CDC14B (+52882)
Region4390	FOXA1 (-279888)
Region4391	ZNF114 (-14266)
Region4392	PON3 (+29)
Region4393	VGLL4 (+18705)
Region4394	UEVLD (+562)
Region4395	SCAMP4 (-7516)
Region4396	ATP2B1 (-241220)
Region4397	PKD1 (+7439)
Region4398	TCF7 (-104)
Region4399	TPBGL (+881)
Region4400	TRIM71 (+36202)
Region4401	SFRP5 (-10056)
Region4402	PFKL (-57)
Region4403	ZBTB43 (-85167)
Region4404	HTR1E (-196487)
Region4405	GNAQ (+81661)
Region4406	DNMT3A (-19578)
Region4407	GPR148 (-1422)
Region4408	METTL17 (-9)
Region4409	CRTC3 (-48159)
Region4410	FLT4 (+488)
Region4411	NONE
Region4412	ZNF16 (+73)
Region4413	LRRN3 (-314571)
Region4414	DDI2 (-63)
Region4415	EYS (-655176)
Region4416	NONE
Region4417	NFKB1 (+278)
Region4418	SLC9B1 (+64)
Region4419	SEC14L3 (-13525)
Region4420	RNF112 (+52141)
Region4421	ZNF638 (-33000)
Region4422	TPRKB (-35)
Region4423	HAS2 (-306885)
Region4424	C16orf46 (+102)
Region4425	TAF1 (+38304)
Region4426	HMGXB4 (-25887)
Region4427	CENPU (-28065)
Region4428	KCNJ16 (-94015)
Region4429	DTNBP1 (+6411)
Region4430	MPP7 (-22999)
Region4431	MAF (+80981)
Region4432	ZHX2 (-47592)
Region4433	MGRN1 (-136)
Region4434	CENPB (-135)
Region4435	TUBB2A (-5248)
Region4436	PAM16 (-7931)
Region4437	CSRNP3 (-66734)
Region4438	H3F3C (+63140)
Region4439	IMPAD1 (-359653)
Region4440	ACOT4 (+534)
Region4441	MOGS (+51)
Region4442	PTPN9 (-69)
Region4443	CTIF (-181821)
Region4444	COA7 (+63)
Region4445	PAXIP1 (-235)
Region4446	ANTXR1 (+486)
Region4447	LPAR2 (+689)
Region4448	NETO1 (-1558)
Region4449	ZNF429 (+63761)
Region4450	CDC42EP4 (+192)
Region4451	FAM53B (+132980)
Region4452	RAB13 (-664)
Region4453	PTGER4 (-55770)
Region4454	IGF2BP2 (-23723)
Region4455	SSBP3 (-1188)
Region4456	SAV1 (+352)
Region4457	LUZP2 (-797055)
Region4458	BEST4 (+1345)
Region4459	SATB1 (+22595)
Region4460	COMMD3 (-86752)
Region4461	PITPNC1 (+74836)
Region4462	POP5 (-46)
Region4463	C5orf15 (+25149)
Region4464	NIPAL4 (+32961)
Region4465	KLHL25 (+71)
Region4466	HIST1H4C (+232)
Region4467	SETD4 (+21615)
Region4468	NONE
Region4469	ZNF304 (-110)
Region4470	PPIAL4A (-38860)
Region4471	PI4K2B (+975)
Region4472	ENSG00000214776 (-19308)
Region4473	C1orf131 (+29449)
Region4474	NPLOC4 (+107)
Region4475	PSME3 (-168)
Region4476	PDSS1 (-90246)
Region4477	BCAR3 (+32835)
Region4478	SOX5 (-1234)
Region4479	GRM3 (-671153)
Region4480	NCAM2 (-171)
Region4481	RIOK3 (+400)
Region4482	KRT85 (+8714)
Region4483	TKT (+35844)
Region4484	STXBP4 (-17138)
Region4485	NONE
Region4486	HOXC4 (-312)
Region4487	RYR1 (+81492)
Region4488	ENSG00000240045 (+89392)
Region4489	KLHL1 (+288396)
Region4490	PPP6R2 (+54271)
Region4491	DUSP16 (-439)
Region4492	CNTN5 (+510900)
Region4493	CFAP74 (-1715)
Region4494	ENSG00000248767 (+38440)
Region4495	NONE
Region4496	RANBP6 (+7866)
Region4497	GPR12 (-25262)
Region4498	NONE
Region4499	DCAF12L1 (+96316)
Region4500	DOCK5 (-214)
Region4501	ALOX5AP (-39288)
Region4502	ENSG00000263620 (+16)
Region4503	PLCL2 (+118788)
Region4504	CA4 (-14181)
Region4505	ZNF774 (+2)
Region4506	ADRB1 (-711)
Region4507	DGKH (+23039)
Region4508	TTC33 (-44)
Region4509	ELMO1 (+106283)
Region4510	SLC45A4 (+48052)
Region4511	TMPRSS15 (-873283)
Region4512	VAV1 (-18)
Region4513	BCL2L10 (-12942)
Region4514	KDM8 (-559805)
Region4515	CHRM2 (-301745)
Region4516	MCM5 (-6858)
Region4517	TRA2A (-2)
Region4518	PPM1H (+155164)
Region4519	MAP3K9 (+81803)
Region4520	LAMC2 (+95413)
Region4521	HIBADH (+33)
Region4522	DHDDS (+19212)
Region4523	SPATA5L1 (-2)
Region4524	ARVCF (+29672)
Region4525	ST8SIA6 (-62976)
Region4526	FKBP5 (+440)
Region4527	FOXJ2 (-37286)
Region4528	ARRDC2 (-55)
Region4529	GPR183 (-77225)
Region4530	ZUFSP (+65)
Region4531	RASGEF1B (-20219)
Region4532	ACOT11 (-5890)
Region4533	ST3GAL1 (+51645)
Region4534	IMPDH1 (+402)
Region4535	KIF1BP (+191)
Region4536	CNTN5 (-668438)
Region4537	LRPAP1 (-1)
Region4538	MYO3B (+17559)
Region4539	NONE
Region4540	HIVEP1 (+107003)
Region4541	PTPRJ (+75233)
Region4542	NONE
Region4543	RBM43 (+102006)
Region4544	MACROD2 (+80)
Region4545	PODXL (-406239)
Region4546	GRM4 (-44213)
Region4547	SLC10A1 (-21639)
Region4548	DUSP1 (+5775)
Region4549	MTMR2 (-88110)
Region4550	NCOA4 (-41)
Region4551	MGAT4A (-124897)
Region4552	CENPO (+100)
Region4553	SAMSN1 (+37050)
Region4554	ASF1B (-30775)
Region4555	ENSG00000278500 (-10322)
Region4556	CHCHD3 (+128130)
Region4557	IFI30 (-5305)
Region4558	LPAR6 (+31455)
Region4559	SNAPC3 (+40)
Region4560	TIMMDC1 (-27)
Region4561	SGTB (+2154)
Region4562	SHB (-158073)
Region4563	IRF4 (+13174)
Region4564	ZNF239 (-6034)
Region4565	ALDOC (+299)
Region4566	EIF4G1 (-854)
Region4567	FADS3 (+20112)
Region4568	MSX2 (+185852)
Region4569	ARRDC1 (-376)
Region4570	ZZZ3 (-736)
Region4571	HNF4G (+309935)
Region4572	HTR6 (+22907)
Region4573	FARP2 (-15406)
Region4574	BHLHA9 (-41597)
Region4575	EPC1 (-21102)
Region4576	ZC3H7B (+15)
Region4577	GATAD1 (+118)
Region4578	GRAMD4 (-5905)
Region4579	RALGAPA1 (-96)
Region4580	FHL1 (+385)
Region4581	SFXN3 (+11712)
Region4582	HS3ST4 (+370)
Region4583	ESYT1 (+10171)
Region4584	SP4 (-540)
Region4585	DNAJC5B (-69511)
Region4586	PABPC3 (-77382)
Region4587	BRD7 (+47165)
Region4588	BUB3 (+87264)
Region4589	ARF6 (+52701)
Region4590	PRKCQ (+85147)
Region4591	VANGL1 (+7031)
Region4592	YWHAZ (+13186)
Region4593	ANKRD30A (-543700)
Region4594	BROX (+102505)
Region4595	RFK (+91252)
Region4596	REEP5 (-7668)
Region4597	GNAT3 (-85155)
Region4598	WDR75 (-29072)
Region4599	GIMAP2 (-17070)
Region4600	LRRC27 (+32248)
Region4601	ZFP82 (-33)
Region4602	LRRTM3 (-288349)
Region4603	FOXN3 (+188400)
Region4604	FOXD2 (+13264)
Region4605	REG3G (-617732)
Region4606	AKR1E2 (-117175)
Region4607	ING1 (+605)
Region4608	ARHGAP18 (+255197)
Region4609	TSSK6 (+25201)
Region4610	C7orf25 (+23514)
Region4611	CD82 (+31514)
Region4612	ORAI1 (+11155)
Region4613	PLEKHG1 (-120774)
Region4614	OIP5 (-64)
Region4615	PEX14 (+20170)
Region4616	CCDC180 (-39074)
Region4617	BEND5 (+133)
Region4618	VSIR (-93)
Region4619	USP25 (-215634)
Region4620	PIK3AP1 (-45357)
Region4621	NRXN1 (-344938)
Region4622	ZFHX4 (-208284)
Region4623	PRSS2 (+38016)
Region4624	CDK16 (-5047)
Region4625	ARL2BP (-81)
Region4626	FXYD5 (-594)
Region4627	LYVE1 (-55069)
Region4628	NONE
Region4629	CACNA1C (-18437)
Region4630	EFHC2 (+90225)
Region4631	TPSD1 (+15993)
Region4632	ATF7IP (+30600)
Region4633	FAM92B (-184719)
Region4634	RIF1 (+144)
Region4635	ALDH7A1 (+95330)
Region4636	SPTLC3 (+1193)
Region4637	HIVEP3 (-82588)
Region4638	CLEC2D (-18826)
Region4639	HS3ST3B1 (-102)
Region4640	TTC38 (-47)
Region4641	ZC3HAV1 (-9708)
Region4642	RETNLB (+47246)
Region4643	SLC30A1 (-507)
Region4644	DDX41 (+480)
Region4645	FSCB (+855407)
Region4646	FBXO15 (+196214)
Region4647	HTD2 (+35)
Region4648	TAB2 (-87727)
Region4649	TEAD4 (+58030)
Region4650	EYS (-338953)
Region4651	SMLR1 (-125272)
Region4652	LHX2 (+115316)
Region4653	ADRA1B (-251518)
Region4654	NELL2 (+361650)
Region4655	MOB1A (-63)
Region4656	DNAJC6 (-43626)
Region4657	NFRKB (-2679)
Region4658	CHMP6 (-61555)
Region4659	IRF1 (+34077)
Region4660	HECA (-77)
Region4661	RAB6C (-800265)
Region4662	NONE
Region4663	LSAMP (-793806)
Region4664	YKT6 (+57027)
Region4665	ACACB (+38069)
Region4666	RUBCN (-301)
Region4667	STX8 (+160006)
Region4668	PDE3A (-200118)
Region4669	RAB11FIP5 (+109)
Region4670	TMEM87B (-364)
Region4671	SMAP1 (+159)
Region4672	CLDN25 (+17006)
Region4673	CACNA1H (-220)
Region4674	TRIM69 (-40)
Region4675	CDH10 (+416348)
Region4676	HES1 (-1033)
Region4677	ZNF703 (-566)
Region4678	NONE
Region4679	C17orf99 (-5812)
Region4680	FAM24B (-197)
Region4681	PHLDB2 (-65997)
Region4682	HLA-DRB1 (-20182)
Region4683	CDH20 (+248521)
Region4684	RMDN1 (+35)
Region4685	MMP28 (+722)
Region4686	MIS18BP1 (+117)
Region4687	DSEL (-224978)
Region4688	RGS3 (+79777)
Region4689	MORC2 (-845)
Region4690	CCDC141 (+165)
Region4691	FST (+1650)
Region4692	ADGRE1 (-24688)
Region4693	GLIS2 (+13495)
Region4694	BOD1L2 (+50343)
Region4695	TRPM6 (+653)
Region4696	FBXO17 (-18)
Region4697	NONE
Region4698	TMEM183A (-7919)
Region4699	PDPR (+604)
Region4700	ECI2 (-270469)
Region4701	ACSL6 (+3598)
Region4702	FYN (+55396)
Region4703	CNN2 (-28)
Region4704	KLC1 (-21871)
Region4705	PRDM7 (-1507)
Region4706	CATSPER1 (+3943)
Region4707	NEK5 (+61)
Region4708	VAV3 (+373604)
Region4709	DHX30 (+116)
Region4710	GPR153 (+833)
Region4711	GOT2 (+778)
Region4712	PLD4 (+8677)
Region4713	BGN (+12114)
Region4714	TAOK3 (+15183)
Region4715	MPLKIP (+15147)
Region4716	SLC22A4 (+746)
Region4717	NT5M (+99)
Region4718	CENPE (-58)
Region4719	TRUB2 (+54)
Region4720	MED7 (+277)
Region4721	PRDM1 (-93695)
Region4722	CD247 (+28847)
Region4723	KLHL15 (+1765)
Region4724	GCC2 (+61442)
Region4725	EPHA3 (+995009)
Region4726	GALK1 (+11820)
Region4727	BLM (-56708)
Region4728	TBL1X (-8270)
Region4729	TMEFF2 (-48504)
Region4730	C17orf78 (-16783)
Region4731	PRDM13 (+12459)
Region4732	MBNL1 (+31237)
Region4733	SERF2 (-97)
Region4734	FAM102A (-27471)
Region4735	ARSB (-7488)
Region4736	SLC35C1 (-60098)
Region4737	NONE
Region4738	MLLT6 (-3197)
Region4739	SP9 (+2152)
Region4740	PMPCA (+19)
Region4741	SLC12A6 (+18985)
Region4742	MTMR1 (-7315)
Region4743	SNRPB (-5577)
Region4744	CFD (+3178)
Region4745	ARHGAP23 (+82619)
Region4746	C18orf25 (+76609)
Region4747	AGA (+130)
Region4748	SUCLG2 (-135800)
Region4749	KCNV1 (-830627)
Region4750	FOCAD (+25903)
Region4751	XPA (-13576)
Region4752	SFN (+1991)
Region4753	VPS11 (-7)
Region4754	SNTB1 (+81358)
Region4755	GLRX3 (+53890)
Region4756	E2F2 (-8785)
Region4757	DYNLRB1 (+14100)
Region4758	RBAK-RBAKDN (-57)
Region4759	IKBKG (-7236)
Region4760	TLX2 (+337)
Region4761	MRS2 (+25)
Region4762	ERI1 (+693)
Region4763	MRPS5 (+47178)
Region4764	TNFRSF11A (+95598)
Region4765	ZMAT3 (+56598)
Region4766	ZKSCAN1 (-17833)
Region4767	CRIPT (+33818)
Region4768	PTHLH (+40803)
Region4769	COL4A1 (+56319)
Region4770	PRKAR2A (+216)
Region4771	SLC38A2 (+50681)
Region4772	KIF16B (+385586)
Region4773	PIP4K2A (+59130)
Region4774	ABCC2 (+87823)
Region4775	AK5 (+149393)
Region4776	CXCR4 (-211322)
Region4777	FAM98A (-732214)
Region4778	ADGRL2 (-84876)
Region4779	LYPD3 (-4777)
Region4780	STRADA (+25)
Region4781	GAP43 (-523110)
Region4782	NCOR1 (+9289)
Region4783	DLX4 (-536)
Region4784	MEST (-5691)
Region4785	STK26 (-192340)
Region4786	ETS1 (+164788)
Region4787	BET1 (-42)
Region4788	CTSH (+23)
Region4789	HOXA1 (+64892)
Region4790	EYS (+503787)
Region4791	KRTAP5-6 (-11544)
Region4792	POT1 (+71)
Region4793	LRRN3 (+7789)
Region4794	NONE
Region4795	SYT4 (-312224)
Region4796	KRTAP12-3 (-63)
Region4797	DIAPH3 (+772179)
Region4798	CEP85L (+52602)
Region4799	HACE1 (+991320)
Region4800	OSBPL9 (-18376)
Region4801	ROPN1B (+3403)
Region4802	TRIM56 (-7680)
Region4803	ELF4 (+49896)
Region4804	DGKD (+89339)
Region4805	APOBEC1 (+25546)
Region4806	FAXDC2 (+38964)
Region4807	ZNF665 (-95)
Region4808	HK2 (+51)
Region4809	GAS6 (+17290)
Region4810	TTC21B (-21)
Region4811	RCOR1 (-37314)
Region4812	SEC61B (+74434)
Region4813	CARM1 (-6912)
Region4814	LRIG3 (-173778)
Region4815	DNAH17 (-68449)
Region4816	ZRANB2 (-99464)
Region4817	ASB2 (+37036)
Region4818	LDAH (-75216)
Region4819	FAM69C (+150)
Region4820	INPP4B (+429380)
Region4821	TRIM38 (-76)
Region4822	CALML3 (+40944)
Region4823	SPATS2L (+65354)
Region4824	KHDRBS2 (+636540)
Region4825	NBPF9 (-56983)
Region4826	EGLN2 (+19168)
Region4827	RNF144A (+513971)
Region4828	PKN1 (-6255)
Region4829	DGKB (-109231)
Region4830	NONE
Region4831	MIB1 (-605)
Region4832	COX7B (-51)
Region4833	ASIC4 (-4646)
Region4834	FAM26F (-90173)
Region4835	HNRNPA2B1 (-179)
Region4836	TRIM71 (-45649)
Region4837	RS1 (+5217)
Region4838	PHTF2 (+221101)
Region4839	ABCG1 (-30693)
Region4840	ATP2A3 (-73)
Region4841	ZNF391 (-13518)
Region4842	C14orf2 (+20349)
Region4843	GBF1 (-136)
Region4844	H1FNT (-33018)
Region4845	FXYD2 (+9246)
Region4846	DNAAF3 (+439)
Region4847	PINK1 (+125)
Region4848	SELENOF (-113)
Region4849	PIK3R1 (+432547)
Region4850	CDH3 (+4891)
Region4851	PACS1 (+45409)
Region4852	SLFN11 (+27892)
Region4853	ELFN2 (+126)
Region4854	GCA (+115743)
Region4855	ABR (+70575)
Region4856	PRR16 (+427930)
Region4857	TRPV2 (+201)
Region4858	TST (+41586)
Region4859	ADGRL4 (-407759)
Region4860	KLF5 (+402532)
Region4861	IL15 (+149)
Region4862	NQO2 (+24051)
Region4863	NKRF (-14655)
Region4864	IFNAR1 (+13)
Region4865	GATD1 (+12103)
Region4866	PADI6 (-15915)
Region4867	CDH9 (+771243)
Region4868	RNF157 (-200)
Region4869	SIN3A (+722)
Region4870	SSBP3 (-68896)
Region4871	NONE
Region4872	ARHGAP42 (-559240)
Region4873	EIF2B2 (-128)
Region4874	SPINK2 (+63722)
Region4875	POU5F1B (-204139)
Region4876	NONE
Region4877	FNTA (-23047)
Region4878	DAXX (-21034)
Region4879	LARP1B (+14)
Region4880	HCRTR1 (+434)
Region4881	GNPDA1 (-3118)
Region4882	OTOL1 (+173974)
Region4883	NGFR (+28515)
Region4884	RASL11B (-76)
Region4885	ARID3A (+15121)
Region4886	GDE1 (+40)
Region4887	MED31 (-5668)
Region4888	TMEM161B (-143)
Region4889	LCP1 (-84569)
Region4890	IGF1R (-594)
Region4891	PPP3CA (+19026)
Region4892	ZNF107 (-12065)
Region4893	RAI14 (-28529)
Region4894	KBTBD8 (-155)
Region4895	SNX19 (-417009)
Region4896	NONE
Region4897	NONE
Region4898	EBNA1BP2 (+16441)
Region4899	GRIN3A (+33157)
Region4900	KBTBD2 (+163259)
Region4901	GPSM1 (-8523)
Region4902	KLRB1 (-26468)
Region4903	RPA3 (-43893)
Region4904	OR13H1 (+160892)
Region4905	SMARCC1 (-7345)
Region4906	HIF1A (-2273)
Region4907	SERINC5 (+50901)
Region4908	PPIG (+209)
Region4909	TRAPPC10 (-36718)
Region4910	C6orf15 (+17881)
Region4911	PACS1 (-2071)
Region4912	FAM83G (+148)
Region4913	SLC25A16 (-80)
Region4914	OTUD4 (-944)
Region4915	NAA25 (+314)
Region4916	SLC9A3R1 (+10964)
Region4917	SPIDR (-688719)
Region4918	CASP6 (+57563)
Region4919	ISG20 (+174)
Region4920	DCAF7 (-174)
Region4921	DNAJB8 (+32972)
Region4922	PKN2 (-59)
Region4923	IMPA1 (-2)
Region4924	ZFP64 (+87231)
Region4925	PLCXD2 (-6841)
Region4926	ARHGAP42 (-83452)
Region4927	PDHB (+19286)
Region4928	NRDC (-11259)
Region4929	GXYLT2 (-6679)
Region4930	ECHDC3 (+103)
Region4931	RASA2 (-26749)
Region4932	ZNF445 (+37791)
Region4933	BATF (-33461)
Region4934	NONE
Region4935	PMS1 (+57)
Region4936	CHST5 (+17713)
Region4937	ACVR2A (-637240)
Region4938	ARFGEF2 (-188)
Region4939	MXI1 (-50538)
Region4940	ST8SIA4 (-63)
Region4941	ACTRT1 (+214080)
Region4942	CHTF18 (-62)
Region4943	CARNMT1 (-129)
Region4944	ZNF629 (-27273)
Region4945	PPP1R2 (+20630)
Region4946	THEM4 (+10954)
Region4947	SCN2B (+4730)
Region4948	STAT5A (+24970)
Region4949	BRINP3 (-220272)
Region4950	CHODL (+279)
Region4951	NANS (-89)
Region4952	BAALC (-43765)
Region4953	PDSS2 (-48)
Region4954	TDRP (-401479)
Region4955	KBTBD2 (+130618)
Region4956	C14orf166 (-10119)
Region4957	RIMS2 (+159290)
Region4958	MPC2 (-152)
Region4959	ARMC2 (+14670)
Region4960	EVL (-8054)
Region4961	ITGA4 (+63)
Region4962	SYNCRIP (-421960)
Region4963	CAV2 (-127861)
Region4964	BBS12 (-128)
Region4965	SARM1 (+13003)
Region4966	REEP1 (+341)
Region4967	SLC25A44 (+65)
Region4968	NPIPB15 (-27542)
Region4969	DDHD1 (-372858)
Region4970	FAR2 (-250711)
Region4971	FBXW7 (+289137)
Region4972	NEB (+96071)
Region4973	ZFYVE16 (-130)
Region4974	NUP35 (+48055)
Region4975	C1QTNF9 (-55537)
Region4976	FAIM2 (+33)
Region4977	FOXP1 (+278690)
Region4978	PPM1K (-36108)
Region4979	SIRT4 (-9140)
Region4980	ENC1 (-19772)
Region4981	SNX1 (-52)
Region4982	TBC1D8 (+33)
Region4983	FAR2 (-45488)
Region4984	TMEM200A (+76746)
