# GREAT version 4.0.4	Species assembly: hg38	Association rule: Single nearest gene: 1000000 bp max extension, curated regulatory domains included
Region1	DDX11 (+46057)
Region5007	B4GALT1 (-52)
Region5008	MFHAS1 (+10)
Region5009	CD53 (+2387)
Region5010	ABHD18 (-32)
Region5011	THRB (-287464)
Region5012	HOPX (-21814)
Region5013	RCN3 (+6412)
Region5014	DSEL (+275580)
Region5015	NMT1 (+665)
Region5016	PIF1 (-172)
Region5017	TRAF3IP2 (+698)
Region5018	TTPA (+295)
Region5019	COMT (-31560)
Region5020	TNRC6C (-122331)
Region5021	ENSG00000283321 (+99846)
Region5022	PHF20L1 (-45)
Region5023	ONECUT1 (-16086)
Region5024	IKZF1 (+17232)
Region5025	HECW2 (-866)
Region5026	CDH8 (-563995)
Region5027	TSNAXIP1 (+9535)
Region5028	QKI (-620)
Region5029	MEPE (-12720)
Region5030	REEP5 (+255)
Region5031	TMEM192 (+61)
Region5032	FMNL1 (-23741)
Region5033	FMNL1 (+4438)
Region5034	IRF2 (-63055)
Region5035	CACNA1I (+123353)
Region5036	CCR2 (-3574)
Region5037	USP15 (-122)
Region5038	HHIPL2 (+92828)
Region5039	CCDC154 (+11249)
Region5040	SLC16A7 (+959313)
Region5041	NDRG1 (+275)
Region5042	FAM189A2 (+124439)
Region5043	BUB3 (+87276)
Region5044	INSM2 (-21933)
Region5045	RAB6B (-31920)
Region5046	COX6C (+281685)
Region5047	FAM20C (-43610)
Region5048	CELF4 (+242514)
Region5049	CREB3L2 (-177)
Region5050	SUGCT (+9131)
Region5051	NABP1 (-123336)
Region5052	TLE4 (-907)
Region5053	POU5F1B (+5606)
Region5054	TMEM132B (+720208)
Region5055	SLC7A1 (+41568)
Region5056	SCARF2 (+19393)
Region5057	KCNK9 (-279963)
Region5058	PTGER4 (-192893)
Region5059	TECPR2 (+32105)
Region5060	EFHC2 (-270)
Region5061	NUDT4 (-21)
Region5062	RAPGEF4 (+131649)
Region5063	FAM168A (-54)
Region5064	THBS2 (+106312)
Region5065	KIAA1324L (+648)
Region5066	KIAA1522 (+12109)
Region5067	ING2 (-286)
Region5068	GRIA2 (+368015)
Region5069	NONE
Region5070	SRRM1 (+123)
Region5071	SELL (+17207)
Region5072	NRG3 (+413303)
Region5073	FAM122A (+14)
Region5074	DUSP4 (-148705)
Region5075	TMEM121 (+992023)
Region5076	RPS6KA1 (-29760)
Region5077	PARP14 (+272)
Region5078	KDM2A (-565)
Region5079	CTNND2 (-670666)
Region5080	SGCG (-508468)
Region5081	SRSF5 (+34)
Region5082	PRPF8 (-101)
Region5083	RBM4 (-7454)
Region5084	ZNF396 (-45066)
Region5085	AMZ2 (-9951)
Region5086	ACP6 (+42850)
Region5087	GABBR2 (+55203)
Region5088	LY86 (-40989)
Region5089	TNRC6B (-81382)
Region5090	ABCD3 (+11555)
Region5091	TUBB2A (-66)
Region5092	CTNND2 (+372102)
Region5093	DEF6 (+12544)
Region5094	PDGFRL (+1136)
Region5095	KIF13B (+44)
Region5096	AACS (-15669)
Region5097	PAG1 (+113707)
Region5098	OR52N2 (-11674)
Region5099	ADIPOR1 (+13)
Region5100	CCDC28A (-80874)
Region5101	AGPAT3 (-2661)
Region5102	PPIL4 (-50)
Region5103	TBCC (-37333)
Region5104	GBA (+17059)
Region5105	TSPOAP1 (-4509)
Region5106	LYST (-136)
Region5107	INPP5B (-44)
Region5108	VSTM2A (-533478)
Region5109	PFKFB3 (+17466)
Region5110	EFNA5 (+98695)
Region5111	CDH18 (+246980)
Region5112	RPL34 (-48245)
Region5113	LRRK1 (-1009)
Region5114	PDS5B (+743)
Region5115	NSUN7 (-31069)
Region5116	GRID2 (+574210)
Region5117	SLC38A10 (-8)
Region5118	NONE
Region5119	SPRY4 (+101207)
Region5120	DYRK2 (-17817)
Region5121	DHX8 (-138)
Region5122	CCDC61 (-165)
Region5123	METTL23 (-43)
Region5124	ETV3L (+9555)
Region5125	ZNF777 (+436)
Region5126	NELL2 (+722)
Region5127	ADAMTS16 (-706227)
Region5128	BOD1L2 (-98248)
Region5129	MTRNR2L1 (-399308)
Region5130	SH3RF3 (+95)
Region5131	PCDHA4 (+2049)
Region5132	RAPGEF5 (+62668)
Region5133	GLS (+37)
Region5134	AKAP13 (+201215)
Region5135	SEC14L5 (-150)
Region5136	NOL4L (+47985)
Region5137	PTPRK (+1239)
Region5138	ATP6V1G1 (-45)
Region5139	SNX10 (+172312)
Region5140	SMLR1 (-77877)
Region5141	TRAF3IP3 (-2414)
Region5142	CLASP2 (-58781)
Region5143	TBXA2R (+366)
Region5144	PREX1 (+67335)
Region5145	LRTM1 (+151297)
Region5146	DMWD (-79)
Region5147	NREP (-183875)
Region5148	PRDM2 (-4577)
Region5149	CABYR (+57007)
Region5150	PTDSS2 (-13)
Region5151	ELFN1 (+137521)
Region5152	EDRF1 (-258954)
Region5153	ANO4 (+26457)
Region5154	CFAP54 (+89679)
Region5155	EPM2A (+617)
Region5156	LSM14A (+45905)
Region5157	ZNF778 (+2)
Region5158	GNL3 (+73)
Region5159	TMEM94 (-19954)
Region5160	RASSF5 (+49674)
Region5161	AURKB (-11838)
Region5162	CD8A (-82)
Region5163	DPYD (+183356)
Region5164	MYO6 (+128507)
Region5165	FLRT2 (+638281)
Region5166	RPL7L1 (+131)
Region5167	RDH12 (+3)
Region5168	KCND2 (-922831)
Region5169	DNAJB6 (+239699)
Region5170	CDH10 (-573467)
Region5171	NONE
Region5172	CASP6 (+54692)
Region5173	ZC3H14 (+35488)
Region5174	ANKH (-121136)
Region5175	AP2S1 (+28563)
Region5176	RAB8B (+2669)
Region5177	RAB12 (-197095)
Region5178	TMEM168 (-11539)
Region5179	MLKL (-256)
Region5180	PFKFB2 (-65)
Region5181	INHBB (+69839)
Region5182	NONE
Region5183	BEST4 (+1223)
Region5184	TIAM1 (+148730)
Region5185	KLHL25 (+84)
Region5186	SLC44A3 (+34290)
Region5187	ZNRF2 (+135)
Region5188	IL32 (-5966)
Region5189	ALKBH7 (+528)
Region5190	ATP6V1G3 (-141337)
Region5191	KCNG1 (-109643)
Region5192	WDPCP (+69221)
Region5193	RAB3A (+784)
Region5194	GRIN1 (-9702)
Region5195	FRMD4A (-252549)
Region5196	PDE5A (+1444)
Region5197	ZSCAN20 (+30498)
Region5198	NONE
Region5199	LMO4 (+169)
Region5200	CR1L (-34)
Region5201	HHIPL2 (+82538)
Region5202	FAM3C (+15052)
Region5203	FAM163A (+129)
Region5204	TPTE (+105799)
Region5205	HS1BP3 (-61)
Region5206	N4BP2 (+38)
Region5207	GALNT13 (+159782)
Region5208	SYTL1 (-1338)
Region5209	THBS2 (+369235)
Region5210	MANEA (-850151)
Region5211	TMTC4 (-222)
Region5212	MLNR (+141)
Region5213	CDK19 (-240)
Region5214	NRXN2 (-205)
Region5215	SLC4A4 (-427)
Region5216	ELL2 (+106)
Region5217	PNMA2 (-63671)
Region5218	SMARCAD1 (-37862)
Region5219	ATP10A (-13529)
Region5220	SLC38A4 (+221002)
Region5221	TRPM1 (-54606)
Region5222	SHKBP1 (-47506)
Region5223	FRAT2 (-179)
Region5224	ZNF641 (-55)
Region5225	ROBO2 (+335822)
Region5226	CHAC2 (-115002)
Region5227	SMARCA4 (+2643)
Region5228	KIF4B (+619853)
Region5229	PPP1R16B (-15109)
Region5230	TERF2 (+35)
Region5231	LMCD1 (-579833)
Region5232	AQP5 (+5557)
Region5233	CSAD (+19672)
Region5234	SLC45A4 (+47911)
Region5235	RAD18 (-7781)
Region5236	CCNE2 (+965)
Region5237	ALOX5AP (+89432)
Region5238	TRAPPC9 (+13505)
Region5239	NONE
Region5240	HOXA1 (-347)
Region5241	GALNT15 (-39832)
Region5242	HIST1H1C (-9696)
Region5243	ZBTB46 (-10300)
Region5244	TPRKB (+29104)
Region5245	MAPK9 (-23799)
Region5246	HHIPL2 (+127311)
Region5247	SQOR (+246314)
Region5248	SLC12A8 (+69399)
Region5249	RHOBTB3 (+29846)
Region5250	NUDT12 (-201622)
Region5251	GABARAPL1 (-41)
Region5252	GPR55 (-202)
Region5253	TBX15 (-19075)
Region5254	HLA-B (-46523)
Region5255	UQCRHL (+17047)
Region5256	EEF1AKMT2 (-92)
Region5257	FHOD1 (+97)
Region5258	BCL9L (-17380)
Region5259	SH3BP5 (+59778)
Region5260	SPOPL (+104503)
Region5261	HSPH1 (+106)
Region5262	PLRG1 (+59455)
Region5263	WNT16 (-45294)
Region5264	MVB12B (+96883)
Region5265	LYZL1 (-134810)
Region5266	CFTR (+157945)
Region5267	SLC45A1 (+208185)
Region5268	SORBS1 (-38)
Region5269	RBM24 (-148)
Region5270	SDCBP (+31634)
Region5271	NONE
Region5272	TNFAIP8 (-64530)
Region5273	FAM185A (-355)
Region5274	OR13H1 (+185154)
Region5275	LRWD1 (+25)
Region5276	SPIN2B (-86)
Region5277	TANGO2 (-52)
Region5278	ZNF511 (-530)
Region5279	IRF1 (-5463)
Region5280	ZNF551 (-20)
Region5281	CCDC40 (-325)
Region5282	TSHZ3 (+463885)
Region5283	IRS1 (+926)
Region5284	ANK3 (+233081)
Region5285	FANCA (-86)
Region5286	IL12RB2 (+29529)
Region5287	NR1D2 (+699)
Region5288	SDK2 (+82900)
Region5289	PCBD1 (-115526)
Region5290	PLOD2 (+110339)
Region5291	ZP4 (+226692)
Region5292	ZDHHC7 (-16178)
Region5293	ATF7IP (+9871)
Region5294	KBTBD2 (+72109)
Region5295	ZNF648 (-156614)
Region5296	TRIM2 (+18470)
Region5297	ADRB2 (-44291)
Region5298	IL12RB2 (+15785)
Region5299	SFXN1 (+2116)
Region5300	CORO6 (+4831)
Region5301	ZBTB25 (-33)
Region5302	NTMT1 (-15424)
Region5303	ATG16L2 (-42)
Region5304	BOLA3 (+27585)
Region5305	RNF144A (+180129)
Region5306	ZNF518A (+70)
Region5307	MTMR6 (+590)
Region5308	NOM1 (-26341)
Region5309	PRLHR (+51351)
Region5310	HIST1H4K (+374)
Region5311	NONE
Region5312	ID2 (-750587)
Region5313	OTOL1 (+467379)
Region5314	SIPA1 (-1597)
Region5315	PPCDC (+19)
Region5316	SCAMP1 (-23)
Region5317	LRRC70 (+149558)
Region5318	JADE2 (+30520)
Region5319	MANEA (-57847)
Region5320	SP140 (+36607)
Region5321	PCBP1 (-585)
Region5322	FAM222B (+38)
Region5323	UBXN8 (+97)
Region5324	NNMT (-97640)
Region5325	H2AFY (+454)
Region5326	CDH12 (+783951)
Region5327	OR10D3 (+26331)
Region5328	TMPRSS2 (+406)
Region5329	BBX (-91198)
Region5330	MAN1A2 (-9005)
Region5331	MSANTD4 (-185)
Region5332	TARBP2 (+88)
Region5333	MCIDAS (+15014)
Region5334	RNF141 (+1)
Region5335	RGS18 (-154557)
Region5336	APP (-162022)
Region5337	ANKRD37 (+10)
Region5338	ADAM2 (+36705)
Region5339	MTCH2 (+2)
Region5340	ZNF480 (+125)
Region5341	THBS2 (+40902)
Region5342	HPF1 (-26862)
Region5343	FEZ2 (+174)
Region5344	RNF125 (+1473)
Region5345	MTFR1 (+5603)
Region5346	KLC2 (-49896)
Region5347	BAIAP2L1 (+19612)
Region5348	PARPBP (+29301)
Region5349	NUP98 (+23569)
Region5350	CTNNAL1 (-18)
Region5351	KCTD16 (+218685)
Region5352	HADH (+82773)
Region5353	CPLX1 (+53111)
Region5354	RUNX3 (+39819)
Region5355	PRKD1 (-14859)
Region5356	FTCD (+11788)
Region5357	ZNF436 (-23030)
Region5358	CYP2A6 (+23490)
Region5359	NTRK2 (+285687)
Region5360	IBA57 (+10781)
Region5361	UBE2Z (-6)
Region5362	B3GALT2 (-82273)
Region5363	IMPDH1 (-15552)
Region5364	JARID2 (+25211)
Region5365	RPP21 (+47)
Region5366	JUNB (+2272)
Region5367	DNM3 (+97)
Region5368	NR3C1 (+224252)
Region5369	MSI2 (-19776)
Region5370	RBM4B (-155)
Region5371	TAF12 (-5499)
Region5372	BLCAP (-80417)
Region5373	HIST1H2BL (+15696)
Region5374	LRRN3 (-691180)
Region5375	GRSF1 (+58208)
Region5376	AKAP7 (+146010)
Region5377	ETV1 (-68101)
Region5378	HENMT1 (+101517)
Region5379	SHPRH (-49)
Region5380	PCDH10 (-656569)
Region5381	ADAM29 (+468902)
Region5382	ATP11A (-10739)
Region5383	VAMP1 (+8540)
Region5384	UBE2Q2 (+783)
Region5385	ANKRD7 (-10087)
Region5386	SLC15A3 (+267)
Region5387	BHLHE40 (+17691)
Region5388	NONE
Region5389	SARDH (+36887)
Region5390	LTV1 (-57368)
Region5391	PIGV (-238)
Region5392	NONE
Region5393	ARMC7 (+4295)
Region5394	KIF9 (+42584)
Region5395	PPIA (-15846)
Region5396	ZNF518B (+40671)
Region5397	VPS36 (-54)
Region5398	SLC6A15 (+429926)
Region5399	LRTM2 (-23238)
Region5400	WDR75 (-135)
Region5401	WAC (-93832)
Region5402	CALN1 (+74387)
Region5403	VDAC1 (+271)
Region5404	BRSK1 (+17817)
Region5405	IRF2BP2 (+138)
Region5406	SPATA16 (+182170)
Region5407	GLRX3 (+206022)
Region5408	BFAR (-7)
Region5409	ZNF267 (-4737)
Region5410	NEUROD2 (+46224)
Region5411	CWC27 (+266904)
Region5412	MAGED2 (+688)
Region5413	LRP11 (-221)
Region5414	GGACT (-4759)
Region5415	CNTF (-10220)
Region5416	MBP (+141)
Region5417	DUSP4 (+652)
Region5418	B4GALT7 (+6)
Region5419	EIF4E3 (-241)
Region5420	GABBR2 (+109380)
Region5421	TTC8 (+377269)
Region5422	GPCPD1 (-139373)
Region5423	DSC3 (+311741)
Region5424	PDE1B (+11231)
Region5425	GP9 (-13854)
Region5426	ALDH1L2 (+65891)
Region5427	AP3B1 (+44717)
Region5428	MIB1 (+295)
Region5429	SCYL1 (-14162)
Region5430	SLC44A1 (-9)
Region5431	ING1 (+649)
Region5432	DDHD2 (+299)
Region5433	OAF (+410)
Region5434	SUDS3 (-5)
Region5435	DECR1 (-156)
Region5436	NME2 (-270)
Region5437	GDI2 (+37661)
Region5438	TMEM182 (+35914)
Region5439	BCKDHB (+172506)
Region5440	SLCO4C1 (+616653)
Region5441	CADM1 (-550011)
Region5442	SH3TC2 (+60484)
Region5443	C8orf48 (+316171)
Region5444	EFNA4 (+7339)
Region5445	NONE
Region5446	IQSEC3 (+11287)
Region5447	ZDHHC17 (+29381)
Region5448	VASP (+34868)
Region5449	ERGIC3 (0)
Region5450	DPH7 (+5)
Region5451	GGN (-220)
Region5452	ALKAL2 (-106094)
Region5453	PITPNA (-20)
Region5454	BCLAF3 (-20886)
Region5455	ZCCHC3 (+521)
Region5456	VPS18 (+12161)
Region5457	PRDM2 (+26168)
Region5458	YBEY (+14)
Region5459	UBE2G1 (-189)
Region5460	DOCK9 (-108377)
Region5461	JAKMIP3 (+17826)
Region5462	THAP9 (+37)
Region5463	PDCD10 (-249)
Region5464	CRTAM (+5160)
Region5465	UBXN6 (-79)
Region5466	RINT1 (+109)
Region5467	MALSU1 (+91)
Region5468	TUBD1 (+55118)
Region5469	FGFRL1 (+147)
Region5470	PDE5A (+708)
Region5471	SEMA4F (+61161)
Region5472	NONE
Region5473	FHL1 (-140)
Region5474	NETO2 (+55)
Region5475	ALPK1 (+12089)
Region5476	LFNG (+11105)
Region5477	ZNF552 (-27)
Region5478	SLC1A1 (+143)
Region5479	VRK1 (+661586)
Region5480	WWC2 (+427)
Region5481	AHNAK2 (+10776)
Region5482	FAM135B (+141218)
Region5483	POT1 (-381245)
Region5484	CPAMD8 (+24945)
Region5485	FIBCD1 (-19901)
Region5486	LINGO3 (+1657)
Region5487	ABCA13 (+639492)
Region5488	STIM2 (-3280)
Region5489	HSD11B1 (+10843)
Region5490	GAS1 (-1028)
Region5491	SPP2 (-41338)
Region5492	ADAMTS3 (-226341)
Region5493	THBS2 (+67368)
Region5494	LDLRAD4 (+136334)
Region5495	FBXL5 (+38349)
Region5496	PLEKHO1 (-22)
Region5497	FAM217B (+86)
Region5498	WDR55 (+124)
Region5499	XPO6 (+42690)
Region5500	CAMK4 (+54972)
Region5501	RGS7BP (-99178)
Region5502	MYOZ3 (+11038)
Region5503	SDHB (-2)
Region5504	PLXNA1 (+95857)
Region5505	UBE2E3 (-187)
Region5506	BBS10 (+82)
Region5507	MYO5C (-35804)
Region5508	B3GNTL1 (-115)
Region5509	ARL5B (+36)
Region5510	CCR7 (-37369)
Region5511	MYLIP (-88567)
Region5512	PKHD1 (+360046)
Region5513	ZNF737 (-39)
Region5514	LPP (+146262)
Region5515	KCNMB1 (+1447)
Region5516	MLH3 (+174)
Region5517	GALNT10 (-188)
Region5518	AREG (+62542)
Region5519	FBXW4 (+409)
Region5520	PCNX1 (+231670)
Region5521	CSNK1G3 (-46575)
Region5522	CNTNAP2 (-347610)
Region5523	TEX30 (+73)
Region5524	SIDT1 (-68)
Region5525	MOSPD1 (+15)
Region5526	MMRN1 (+913570)
Region5527	RPS6 (+29468)
Region5528	NONE
Region5529	KIAA1161 (-185)
Region5530	RAB12 (-211929)
Region5531	NONE
Region5532	ABT1 (-25031)
Region5533	DDX49 (-102)
Region5534	TCTEX1D4 (-3052)
Region5535	MARCH5 (+8)
Region5536	KCNA1 (-9214)
Region5537	KIAA0232 (+256)
Region5538	BCLAF1 (-27406)
Region5539	CIT (-58)
Region5540	FOXB1 (-35906)
Region5541	PRKACB (+42)
Region5542	ACSBG2 (+25796)
Region5543	USP3 (-37813)
Region5544	ROBO1 (+748853)
Region5545	CASZ1 (+101820)
Region5546	STARD3NL (+157463)
Region5547	TNFRSF19 (-75)
Region5548	XPA (-13560)
Region5549	POLR3A (-72)
Region5550	GARNL3 (-19256)
Region5551	DAPK2 (+29308)
Region5552	MID2 (+430)
Region5553	GPHN (-395897)
Region5554	USP13 (+364)
Region5555	ERG28 (+6867)
Region5556	ATP12A (-74212)
Region5557	KRTAP23-1 (+103)
Region5558	TCF25 (+315)
Region5559	PRRT3 (+14)
Region5560	LSAMP (-203643)
Region5561	EEF1AKMT3 (-479)
Region5562	C11orf63 (-1185)
Region5563	DLX6 (-295984)
Region5564	EFCAB2 (+14607)
Region5565	TP53TG3B (-21212)
Region5566	ZNF32 (-136)
Region5567	RRP15 (-302257)
Region5568	NONE
Region5569	ZFP82 (-110)
Region5570	ATP5I (+10445)
Region5571	IAH1 (-3)
Region5572	TMEM173 (+196)
Region5573	ZC3H12A (-78)
Region5574	ITPKB (+48572)
Region5575	ATG5 (-92275)
Region5576	MEGF11 (+410)
Region5577	ADAT2 (-54)
Region5578	NHLRC3 (-277)
Region5579	MELK (-84950)
Region5580	ZFP36 (-5144)
Region5581	ASGR1 (-4666)
Region5582	IRAK1 (-145)
Region5583	MAP2K2 (-81)
Region5584	CHRNA1 (+34076)
Region5585	FAR2 (-73996)
Region5586	CCDC58 (+41)
Region5587	PPM1K (-36015)
Region5588	ZNF737 (+140829)
Region5589	SLC35A3 (-455)
Region5590	MTNR1B (-16142)
Region5591	WLS (+70005)
Region5592	MAGI2 (+98968)
Region5593	USF3 (-43)
Region5594	ARHGAP31 (-317)
Region5595	REG3G (-88392)
Region5596	KCNG4 (+616)
Region5597	ADGRE1 (-23828)
Region5598	STEAP1 (+76)
Region5599	XXYLT1 (+32649)
Region5600	NT5C2 (+68)
Region5601	CCDC130 (-67)
Region5602	SLIT2 (-514451)
Region5603	ENOX2 (+32)
Region5604	LAX1 (+10)
Region5605	TMEM116 (+10700)
Region5606	HECW1 (+230188)
Region5607	CHD1 (-109063)
Region5608	GNB1L (-36858)
Region5609	METTL14 (+87)
Region5610	CPEB2 (-130526)
Region5611	BRAF (+109297)
Region5612	LTBP4 (+16723)
Region5613	NUDCD3 (+442)
Region5614	PAXIP1 (+89179)
Region5615	SGMS1 (+47151)
Region5616	ACTR3B (-21722)
Region5617	FRMD8 (+56)
Region5618	TAB2 (-254836)
Region5619	ENSG00000270339 (-32180)
Region5620	FNBP1L (+70)
Region5621	NPLOC4 (+189)
Region5622	NCL (+12440)
Region5623	BIRC3 (-48706)
Region5624	DDX58 (-121)
Region5625	HS3ST1 (-42031)
Region5626	ACTR3 (-13066)
Region5627	ABI3 (+287)
Region5628	FBLN1 (-42104)
Region5629	INVS (+124605)
Region5630	KIF1B (-21901)
Region5631	BSN (-36)
Region5632	RPTOR (-385)
Region5633	JMY (-8)
Region5634	MAP7D1 (+32180)
Region5635	SVIP (-457564)
Region5636	NPEPPS (-38419)
Region5637	TMEM30B (+1208)
Region5638	KATNBL1 (+22780)
Region5639	VPS26B (-104)
Region5640	KCNJ15 (+127164)
Region5641	RBM38 (+41600)
Region5642	KLHDC9 (+146)
Region5643	RNF148 (-67732)
Region5644	PLD1 (+92470)
Region5645	CYP7A1 (-2319)
Region5646	TMPO (-190397)
Region5647	COCH (+315)
Region5648	FGF1 (-15314)
Region5649	FTCDNL1 (+17308)
Region5650	SFRP1 (-34130)
Region5651	GBA (+12)
Region5652	MYO1H (+44343)
Region5653	SLC35A2 (-50)
Region5654	TRIM32 (+356278)
Region5655	FBN1 (+43074)
Region5656	NONE
Region5657	DDX18 (+21143)
Region5658	MEP1A (+21594)
Region5659	TBK1 (+299)
Region5660	FAM3D (-276254)
Region5661	ZNF555 (-53)
Region5662	FAM49A (+189051)
Region5663	DNAJC24 (+53376)
Region5664	C4orf32 (+49)
Region5665	AP3S2 (+271)
Region5666	AOAH (+70674)
Region5667	RRAGD (+27206)
Region5668	CCNL1 (-11)
Region5669	RWDD1 (-65)
Region5670	ZBED5 (-60)
Region5671	SP3 (+260)
Region5672	SPOCD1 (+60)
Region5673	CD300C (-22282)
Region5674	DHFR2 (-693711)
Region5675	PRKAG2 (+94060)
Region5676	KCNQ5 (-154453)
Region5677	CACNA1E (+66268)
Region5678	TGFBR1 (+45479)
Region5679	ECHS1 (+169)
Region5680	B3GLCT (+74051)
Region5681	ZWINT (-80)
Region5682	SF3B2 (-108)
Region5683	LIMD1 (-27187)
Region5684	HJURP (-73)
Region5685	RNASEL (+199)
Region5686	ZNF627 (+27401)
Region5687	ACVR1B (-158)
Region5688	ALOX12B (+8102)
Region5689	ZFAT (+392636)
Region5690	DFFA (-51)
Region5691	CHCHD4 (-15)
Region5692	GOLIM4 (-154141)
Region5693	MAN1A2 (-425)
Region5694	RHBDD1 (+104)
Region5695	RASD1 (+401)
Region5696	IRX2 (+242075)
Region5697	TMEM54 (-253)
Region5698	ZNF680 (-7126)
Region5699	CBLN2 (+581732)
Region5700	MDFIC (-238554)
Region5701	HTR1E (-568413)
Region5702	USP6NL (-79266)
Region5703	NEUROG2 (-7902)
Region5704	PTPRR (+137671)
Region5705	MREG (+88)
Region5706	RPUSD3 (+36)
Region5707	PROS1 (+254)
Region5708	PHF10 (-6506)
Region5709	SLC22A3 (+27690)
Region5710	CDHR1 (+579)
Region5711	DEFB131A (-36194)
Region5712	BICD1 (+166680)
Region5713	UTP15 (+13210)
Region5714	FRG2C (-229066)
Region5715	DOCK3 (+296546)
Region5716	KLF4 (-586351)
Region5717	CCSER2 (+211989)
Region5718	TBC1D32 (+675518)
Region5719	PDZD2 (-23)
Region5720	SCUBE2 (-6939)
Region5721	SLITRK1 (+428934)
Region5722	NONE
Region5723	FAM173A (+96)
Region5724	TDRD1 (-4961)
Region5725	NONE
Region5726	MXD4 (-51)
Region5727	PPM1F (+14605)
Region5728	MYO5B (+125672)
Region5729	AAGAB (+38)
Region5730	DTNBP1 (+132385)
Region5731	SGPL1 (-40)
Region5732	ANO8 (+23)
Region5733	UBB (+6009)
Region5734	CENPA (-79)
Region5735	NRSN1 (-144546)
Region5736	IMPA2 (+57653)
Region5737	RBM33 (+18209), SHH (+149385)
Region5738	SCAI (-165)
Region5739	AHCYL2 (+86707)
Region5740	LLGL1 (-65)
Region5741	GNG7 (+94617)
Region5742	TSN (+158000)
Region5743	SEC22A (-6451)
Region5744	CHMP3 (+41)
Region5745	PLXNA2 (-598811)
Region5746	B3GAT1 (-465461)
Region5747	MAGI3 (-64026)
Region5748	CD55 (+25208)
Region5749	DSC3 (+911803)
Region5750	SENP7 (-17635)
Region5751	TFEB (+3378)
Region5752	KLF6 (-188)
Region5753	MAN2A1 (+232554)
Region5754	POM121C (-88)
Region5755	HSPD1 (-61)
Region5756	CARF (-125)
Region5757	ADRA2B (-718)
Region5758	ANKRD46 (-51)
Region5759	GRIA1 (+136929)
Region5760	RIC1 (+43090)
Region5761	CMTM8 (+58123)
Region5762	ZNF706 (+49260)
Region5763	TMEM131L (+76215)
Region5764	ZNF213 (+30955)
Region5765	GYPC (+2020)
Region5766	GPRC5A (+525)
Region5767	DUT (+18)
Region5768	MAP6D1 (+503)
Region5769	NCK2 (+57878)
Region5770	LYZL2 (-97256)
Region5771	PWP1 (+43)
Region5772	TBC1D28 (+7267)
Region5773	PLXNA4 (+91516)
Region5774	C16orf46 (+82)
Region5775	SGPP1 (+86007)
Region5776	FUBP3 (-43206)
Region5777	APP (+732)
Region5778	CDH18 (-883551)
Region5779	RXRB (-92)
Region5780	PRICKLE1 (+106683)
Region5781	RFX8 (-380)
Region5782	ZNF436 (+1002)
Region5783	TMEM121 (+658328)
Region5784	PLAGL1 (-44614)
Region5785	EPHA5 (+523760)
Region5786	SMARCA2 (-4349)
Region5787	PPIB (-2)
Region5788	HNRNPA1L2 (-41351)
Region5789	NIT2 (-5929)
Region5790	GRB14 (+233300)
Region5791	KL (+4380)
Region5792	ALKAL2 (-172777)
Region5793	SLC23A2 (+6753)
Region5794	SDK2 (-78310)
Region5795	BAG2 (+166)
Region5796	SCAF8 (+160)
Region5797	PLCL1 (+734913)
Region5798	SGO1 (-605041)
Region5799	RSBN1L (+7338)
Region5800	TSNAX-DISC1 (-215)
Region5801	TRAPPC11 (-25942)
Region5802	FAAP20 (+45806)
Region5803	RHOV (+168)
Region5804	IGSF21 (-109449)
Region5805	SUZ12 (+96)
Region5806	TMEM65 (-67)
Region5807	CITED1 (-49702)
Region5808	ABCB5 (+22281)
Region5809	DSEL (+65968)
Region5810	RGS9 (-14134)
Region5811	ZFAND4 (-437)
Region5812	RORA (+34839)
Region5813	DENND4A (-36720)
Region5814	TMEM30B (+29496)
Region5815	TLR2 (-33980)
Region5816	ZDHHC9 (-59)
Region5817	EVL (+2)
Region5818	ITGA9 (+23122)
Region5819	MYT1L (-282375)
Region5820	STK32B (+195861)
Region5821	FAM8A1 (+47880)
Region5822	CTSF (-10772)
Region5823	PDE4D (+178780)
Region5824	OPA1 (+647)
Region5825	OR56A4 (-10300)
Region5826	XKR4 (+308188)
Region5827	ARHGAP12 (+11165)
Region5828	INCENP (-140)
Region5829	IL21R (+44748)
Region5830	CMC4 (+14)
Region5831	PRKAR2A (+102)
Region5832	TNFRSF25 (-9484)
Region5833	SCAMP2 (+156)
Region5834	PLN (+58321)
Region5835	RBPJ (-158)
Region5836	SLC16A1 (-229)
Region5837	INTS2 (+128)
Region5838	CD200R1 (-4195)
Region5839	CSNK2A3 (+203473)
Region5840	KRTCAP2 (+5364)
Region5841	TESC (-271)
Region5842	BBS9 (-154)
Region5843	MTUS2 (+24580)
Region5844	PPP3CA (+293217)
Region5845	RGS14 (+5282)
Region5846	UBE2Q2 (-40983)
Region5847	TMEM18 (+40459)
Region5848	JADE2 (-331)
Region5849	RPS3 (-14861)
Region5850	TRIM2 (+9710)
Region5851	UBE2E2 (+209670)
Region5852	MRPS5 (+124)
Region5853	HCLS1 (+134)
Region5854	ARL6IP1 (-2)
Region5855	KIF3B (+82)
Region5856	TCTA (+22)
Region5857	SLC16A13 (-147)
Region5858	WIPF3 (-121196)
Region5859	NONE
Region5860	NONE
Region5861	TPK1 (+39211)
Region5862	DDX27 (+85)
Region5863	PRKRIP1 (+32372)
Region5864	SPAG1 (+54770)
Region5865	TOP3B (-116384)
Region5866	B3GALT1 (+22080)
